# {"t_start": 1551811846.399569, "env_id": "Walker2d-v2"} 
r,l,t
-12.320005,16,0.022229
-7.451358,14,0.035567
9.231932,25,0.058775
9.707197,41,0.096003
-13.320342,28,0.124045
-0.604616,11,0.134597
-2.458691,14,0.147837
-14.661335,17,0.163758
-3.305704,28,0.189736
-8.101323,18,0.207017
-4.882032,17,0.223744
-1.639561,28,0.251528
-9.299214,42,0.289785
-3.467501,35,0.325105
-7.437781,28,0.369299
-6.711734,22,0.39214
-2.84238,9,0.401125
-5.920942,14,0.414168
-7.147371,18,0.430927
-8.061327,16,0.446051
-2.928662,32,0.477665
-3.001542,24,0.499812
-5.627725,19,0.517785
-10.920858,21,0.537451
-6.221336,14,0.550545
-11.387275,15,0.564792
-10.987878,24,0.587219
-15.836756,23,0.608686
9.057179,46,0.655999
-16.008442,23,0.682316
-6.436203,22,0.707418
-9.35314,15,0.724289
-8.687955,30,0.757453
-13.113046,22,0.782157
-5.921342,18,0.802015
-5.460988,22,0.826846
-0.473807,11,0.839952
-14.049549,17,0.858969
-10.61063,29,0.891053
-3.013258,20,0.912445
9.071225,25,0.938599
-13.475845,16,0.955766
0.960735,15,0.971675
-1.661982,9,0.981441
-8.942132,13,0.995574
-9.221566,19,1.015712
-10.904031,22,1.038598
-7.748552,25,1.06492
-13.184942,16,1.082101
0.428827,27,1.110238
-0.380856,16,1.127011
-3.501185,18,1.146264
-9.58896,18,1.165079
2.296412,19,1.185489
-14.212884,20,1.206447
0.35999,17,1.224501
2.242213,12,1.237481
-0.848399,18,1.256679
-6.16938,30,1.288249
-0.758538,18,1.30735
-7.326318,24,1.334311
-4.433566,7,1.342648
-0.63402,28,1.373261
-5.501348,12,1.387342
-5.426813,23,1.412483
2.634239,16,1.430049
-9.891962,32,1.471276
-7.933177,17,1.494751
-3.084546,19,1.521763
-13.913845,22,1.552038
2.223383,16,1.574981
-10.191065,17,1.598836
-12.21829,22,1.629081
-4.91508,16,1.651332
-15.43293,13,1.67146
-2.943631,14,1.69148
-3.998432,14,1.710849
-1.29968,12,1.72783
-11.630402,18,1.752678
19.982785,39,1.805711
-11.218239,14,1.825581
-9.719877,29,1.865657
0.449745,18,1.890117
-5.325117,16,1.912527
-13.904041,13,1.930882
-6.28801,35,1.978614
-14.070514,17,2.002285
-7.513649,12,2.019677
-3.564826,15,2.040265
4.313152,24,2.073479
-5.038817,8,2.085401
-3.872816,22,2.115058
-4.019545,19,2.14213
-0.720028,28,2.181161
-8.066736,22,2.211267
-9.203879,17,2.230102
