# {"t_start": 1551811846.9094594, "env_id": "Walker2d-v2"} 
r,l,t
-3.607594,8,0.020669
-6.480548,11,0.036943
-1.387509,9,0.050322
4.596961,30,0.094112
-6.053629,16,0.11727
4.09178,16,0.140806
-0.85862,20,0.170424
-9.025221,14,0.19143
0.498293,11,0.207933
-1.742703,19,0.236106
-0.110922,10,0.251211
-3.763928,7,0.262049
-5.309811,19,0.289732
-3.416194,8,0.302258
4.429802,15,0.324323
-5.68619,28,0.365278
0.630483,14,0.386225
2.080469,33,0.434371
2.698207,16,0.457821
-3.691231,10,0.472616
-9.134805,16,0.496297
3.326218,16,0.519957
-0.614826,11,0.533619
-3.978745,7,0.54429
-4.214411,14,0.566999
3.22073,15,0.588156
-6.046569,19,0.61171
-2.317734,11,0.625999
-6.049514,21,0.652776
-12.43431,23,0.684253
8.830869,26,0.726167
-2.069942,14,0.749962
3.083687,21,0.785772
-4.580848,9,0.801674
0.123028,10,0.818676
-1.618183,10,0.835928
-0.5082,12,0.856433
-6.592782,13,0.879785
-10.495537,25,0.922067
-4.629489,22,0.958583
-1.000818,15,0.984066
-6.040125,12,1.00458
14.867163,29,1.053062
6.905623,22,1.0917
-0.623523,13,1.11429
-9.6529,15,1.139786
-0.479925,10,1.156871
-2.522089,35,1.21543
-7.918057,13,1.237434
4.034912,17,1.266287
-9.571928,15,1.291981
-5.4174,15,1.31699
2.657039,18,1.347855
-4.557364,15,1.372829
-7.952442,16,1.39982
15.903712,37,1.4642
-5.164003,13,1.48592
-4.496831,16,1.513213
-3.52658,14,1.537699
0.319679,10,1.554585
-4.460271,11,1.573267
-6.469009,15,1.598494
-1.082354,10,1.6159
-1.45796,9,1.631311
-11.310947,12,1.651898
-9.503285,30,1.702109
-7.335117,12,1.723179
8.318074,24,1.763335
-1.591413,15,1.788922
0.251106,22,1.826228
-1.609992,10,1.843131
3.066232,13,1.865414
-4.045247,9,1.880871
-0.812587,13,1.902139
1.580655,15,1.927629
4.778167,27,1.972173
3.580352,13,1.994217
-4.15666,13,2.016511
-5.835966,10,2.033437
-4.595885,13,2.055877
5.740039,30,2.105717
-2.915295,11,2.124677
-7.621094,17,2.153211
-7.318821,19,2.185017
-9.716565,20,2.218997
12.212335,30,2.269326
3.125433,21,2.304745
3.959998,20,2.338389
1.028723,15,2.363863
-4.631139,13,2.386125
-7.104326,13,2.408483
3.926884,15,2.434155
0.825796,13,2.456059
1.165771,15,2.481677
-2.770749,8,2.495447
-11.038854,17,2.524285
3.124089,14,2.548314
4.963923,17,2.577319
-2.505403,9,2.592681
5.351571,16,2.619681
-4.422714,9,2.635078
-4.335966,18,2.665078
-4.214309,10,2.682334
-3.726248,21,2.717621
1.072973,10,2.73469
-2.887218,16,2.761662
-0.456168,14,2.785771
-6.479631,9,2.801978
-8.95765,13,2.823952
0.114863,14,2.847681
-1.252824,15,2.8731
-2.928162,16,2.900038
-5.545045,19,2.932154
-4.550702,11,2.951577
-5.930217,14,2.975709
-4.148268,15,3.000896
-3.117546,12,3.02169
-10.209831,13,3.04332
7.975589,24,3.083614
1.371885,13,3.105537
9.352376,19,3.137399
5.200077,22,3.174676
-0.83895,16,3.20179
6.218857,22,3.239171
1.470479,17,3.268204
6.036644,25,3.3101
-4.890724,14,3.333829
4.08863,26,4.878682
-3.485655,30,4.927758
8.965093,56,5.01984
3.494039,16,5.046973
-6.543693,14,5.070288
0.184063,11,5.089245
11.502569,24,5.129117
-1.13798,23,5.167706
6.957773,38,5.230202
-2.391441,21,5.26447
-3.917268,9,5.279899
-0.791911,14,5.302922
-2.300798,18,5.332834
-2.693073,9,5.347729
-1.990038,9,5.36237
3.891807,16,5.388812
-1.656297,11,5.407196
13.292248,51,5.481122
-3.208113,16,5.501408
-1.307243,9,5.513129
-7.205977,17,5.537348
4.403326,26,5.573752
-8.564144,16,5.591259
1.775893,12,5.604292
-1.8988,14,5.622516
1.387818,12,5.640387
2.211342,14,5.660316
-3.382899,18,5.686435
2.071409,32,5.730574
-0.523477,16,5.753271
-8.384826,15,5.773971
-2.258295,10,5.788393
-7.056567,24,5.822256
4.84642,20,5.849916
-6.002442,7,5.860465
-0.011232,18,5.886208
10.093949,26,5.918348
7.54951,22,5.949259
1.033965,15,5.970835
4.67519,19,5.99729
-3.623301,12,6.014594
5.689146,23,6.04699
-0.141694,14,6.066721
-5.972587,7,6.077343
-4.494118,13,6.095343
2.898552,22,6.126843
8.655474,28,6.159497
3.069674,13,6.176152
9.093236,19,6.200054
-1.731845,11,6.215157
-4.12624,7,6.225884
-0.929196,15,6.246031
-0.230562,20,6.272061
-4.412231,6,6.280766
0.018463,8,6.293149
0.821043,14,6.312972
-5.27892,23,6.345839
10.845978,22,6.376058
7.966174,31,6.418648
4.175384,18,6.445377
-0.652948,18,6.471374
4.221607,26,6.510642
-2.948371,8,6.522351
2.091419,17,6.546031
-7.069829,12,6.563642
-0.35372,10,6.577956
3.550868,14,6.597508
2.607396,23,6.630885
-5.031213,16,6.653195
2.144218,11,6.669067
4.103819,18,6.693923
1.422738,12,6.711136
4.887082,16,6.732779
-4.704074,10,6.748541
-1.118926,15,6.770542
-3.494741,14,6.790719
-9.603127,18,6.816061
-0.503639,9,6.828268
5.079601,16,6.850273
7.276439,16,6.874588
0.235709,9,6.888447
-5.161045,8,6.898712
0.213976,27,6.935599
-2.296514,9,6.947823
3.064607,14,6.966663
-1.701418,15,6.985647
2.746272,17,7.006553
-3.675829,11,7.021718
-1.410045,12,7.038522
1.374494,22,7.069679
-3.632591,14,7.089006
-5.250488,16,7.111266
-4.585172,14,7.129269
3.164986,15,7.150264
-1.06677,14,7.169798
2.602177,15,7.189639
0.170208,11,7.2028
1.100071,11,7.218032
-3.450754,8,7.229918
0.319704,10,7.244824
-6.120794,9,7.257229
2.068788,21,7.284745
-4.548888,13,7.301304
3.554792,26,7.337764
2.394152,13,7.356278
-5.577833,6,7.365808
1.067959,10,7.380075
-5.239702,17,7.403697
-5.676801,16,7.427053
1.043855,12,7.445383
-0.868409,11,7.461705
0.148448,9,7.476183
-0.307458,11,7.49254
-4.591135,8,7.505448
1.377618,15,7.527758
2.426171,12,7.5464
8.126263,22,7.579056
-6.314142,12,7.597164
-2.082498,8,7.609447
-2.683535,13,7.628544
-2.139594,17,7.65252
0.983133,11,7.667571
2.617861,25,7.703524
-8.84029,14,7.724092
5.983874,26,7.759529
0.795219,13,7.777925
-3.880254,18,7.802479
0.816908,16,9.191733
-6.059055,12,9.203721
-2.447589,36,9.237201
5.549719,18,9.254513
-0.860716,18,9.271339
-5.899212,17,9.287182
21.503285,35,9.325425
-1.660332,13,9.340192
1.288464,12,9.355814
0.891128,16,9.379147
10.140556,24,9.413231
-1.424536,8,9.425275
6.957343,19,9.452283
-0.823475,9,9.465633
0.780452,14,9.481036
22.461297,44,9.529011
7.262798,29,9.560365
-0.7008,14,9.580096
-1.500298,19,9.602754
-1.697872,9,9.612807
0.409087,14,9.632495
25.212812,32,9.677523
-10.066915,11,9.693304
-1.080169,9,9.706091
-0.736817,25,9.74214
6.188809,21,9.772947
2.206069,13,9.791309
-1.786971,13,9.80566
-6.842877,14,9.820671
-3.056355,20,9.844438
6.642643,19,9.864609
-1.287479,14,9.880101
9.961184,31,9.913783
8.240438,24,9.939673
1.030873,16,9.956574
-0.07785,11,9.968914
10.806881,31,10.001715
1.452657,11,10.013978
3.225363,15,10.030542
4.179608,13,10.044331
-2.211868,11,10.05649
4.026461,16,10.073604
7.046828,17,10.09184
0.643417,10,10.102514
6.862573,28,10.132499
7.063002,24,10.157861
8.964019,30,10.18983
2.71029,16,10.207123
0.489215,10,10.217904
6.579812,18,10.236889
0.345933,23,10.261431
-3.232349,15,10.277106
4.455261,15,10.29359
8.951767,32,10.329993
2.65119,12,10.346768
2.173963,22,10.37775
-0.009501,14,10.398247
22.955869,34,10.445631
14.464359,31,10.489162
11.289624,24,10.523197
-0.166942,12,10.540278
1.620207,15,10.562483
0.605499,17,10.586079
11.377666,25,10.61899
4.965549,21,10.645892
-3.29682,14,10.664359
1.887997,12,10.681852
7.827482,35,10.72654
7.162014,21,10.753218
-4.085577,15,10.775002
-0.206493,10,10.789094
-4.584841,13,10.808947
-2.347852,8,10.822655
1.785071,11,10.840979
-3.883834,11,10.859556
-0.427623,13,10.881418
-2.669286,20,10.914597
-1.517605,12,10.935005
7.061812,23,10.974455
6.477894,23,11.013637
5.08104,18,11.044481
-0.146032,11,11.063461
-4.235002,7,11.075978
2.00968,12,11.096294
-5.018021,10,11.113192
3.068448,26,11.156936
7.205631,18,11.187333
2.603162,21,11.222821
2.78728,12,11.243087
22.706212,41,11.311281
-0.541135,9,11.326653
-2.420902,11,11.345101
0.666358,10,11.359659
8.086821,33,11.399576
2.541595,14,11.419503
1.341341,19,11.446434
3.389388,13,11.464929
1.489787,12,11.482708
-0.234319,13,11.500574
-7.325357,15,11.521952
-2.597204,21,11.552909
-2.959328,10,11.566416
0.210055,19,11.590888
-2.536326,8,11.600761
3.325067,29,11.638906
5.219139,21,11.667922
-0.067027,12,11.685896
-5.282685,14,11.705463
5.678752,25,11.742284
1.817904,14,11.760453
6.900632,25,11.800566
7.720113,22,11.837881
4.722179,22,11.874982
7.309264,25,13.40923
8.230004,19,13.429516
13.329775,27,13.458021
9.659853,20,13.479635
10.620979,31,13.513845
1.300473,10,13.526097
4.451079,36,13.570606
17.231289,33,13.614206
3.69405,28,13.654139
0.741947,14,13.673782
5.773954,19,13.699469
22.54112,53,13.774529
8.860468,24,13.807676
9.170838,22,13.838103
0.81669,11,13.851638
6.119075,16,13.874141
4.173464,24,13.904886
6.321741,16,13.925533
3.97798,31,13.96793
-2.191868,8,13.977019
5.875666,31,14.014924
11.847415,27,14.05081
-5.032108,16,14.07443
13.945965,41,14.127166
1.562892,12,14.143485
0.967668,11,14.158482
-1.184773,10,14.170689
3.380584,20,14.192572
-2.219644,8,14.20139
1.393112,11,14.21346
-3.298414,10,14.226529
3.924159,14,14.241899
9.331798,20,14.269138
3.511007,17,14.288479
0.532773,9,14.298004
15.108738,32,14.337765
-1.669768,12,14.355291
5.15165,28,14.395492
2.122801,12,14.412859
-2.142071,10,14.427943
21.304847,62,14.512564
10.250327,26,14.548726
16.923054,28,14.588992
2.913886,14,14.60736
-1.072769,11,14.622502
-2.572579,10,14.635839
14.732051,35,14.683634
-1.334049,20,14.710047
2.390364,14,14.731154
-2.835254,19,14.757184
5.679173,23,14.78738
-0.695431,17,14.811304
5.423153,16,14.83251
14.273274,33,14.878368
9.476096,28,14.91531
5.183812,25,14.949071
0.987118,13,14.965031
0.133656,9,14.97617
6.79555,29,15.017018
1.976332,24,15.047837
0.171432,10,15.062195
-5.051496,32,15.105828
4.30021,16,15.129768
-4.387341,9,15.143091
10.316368,28,15.183137
-0.182988,10,15.197929
1.197494,13,15.218424
3.90795,22,15.255624
-0.601883,9,15.271018
-2.29819,20,15.304321
15.319392,43,15.37667
7.789676,22,15.413823
-0.645086,11,15.432796
16.194916,26,15.476341
6.063858,20,15.509717
0.351729,12,15.530298
-4.695179,11,15.548565
-1.920224,12,15.568827
1.631421,12,15.588728
1.931007,18,15.619044
-1.540203,13,15.640719
15.331867,29,15.689421
40.461236,52,15.775567
6.844241,23,15.813657
1.714672,14,15.836929
-1.015297,43,15.908162
8.406027,27,15.953366
4.506381,15,15.978687
3.20151,15,16.003969
1.620491,12,16.024104
6.274746,19,16.056134
4.100782,20,16.089596
6.108895,22,16.126086
8.312385,22,16.163189
6.239385,22,16.200308
2.424711,16,16.227477
1.929927,11,16.246606
6.567071,22,16.283807
13.695681,31,16.335935
10.274963,24,17.972299
12.493661,25,18.013995
4.841996,15,18.039571
27.148309,58,18.134168
6.598643,20,18.167485
9.040744,38,18.230347
1.757897,13,18.251966
4.518558,15,18.276655
7.267965,20,18.309504
-0.444851,9,18.324396
7.571397,26,18.367704
3.636132,26,18.411817
-1.040986,9,18.426424
18.270466,34,18.482947
29.075874,45,18.55706
6.895728,16,18.583553
6.776828,30,18.633659
17.507034,36,18.693615
34.286444,48,18.772426
18.147343,44,18.844931
12.187281,79,18.963982
1.286683,17,18.986986
4.092404,17,19.005577
19.131465,45,19.061467
8.84747,22,19.093021
3.167375,13,19.111563
15.351946,45,19.174762
-1.422013,10,19.187363
4.397133,18,19.209278
19.166624,41,19.261048
6.447027,23,19.288224
8.248858,24,19.321383
1.757542,12,19.338714
9.007724,23,19.371985
3.333895,17,19.394165
7.56744,28,19.430083
7.135436,33,19.467703
18.320259,39,19.509056
14.495468,30,19.550442
5.408158,52,19.624779
3.509303,13,19.642828
3.962391,21,19.673009
16.29482,43,19.733747
9.15956,33,19.780154
6.841819,24,19.814535
5.751877,18,19.839958
12.076145,35,19.889482
22.097362,36,19.939856
0.81743,12,19.95751
5.034879,21,19.987445
12.151284,25,20.022912
7.862712,26,20.059133
17.211067,45,20.123309
8.929416,25,20.159252
1.021451,11,20.174907
6.233416,20,20.203244
7.414062,29,20.243993
9.010484,26,20.279305
1.210927,13,20.297853
10.568824,27,20.335627
2.852753,16,20.361816
1.253758,14,20.385303
6.342248,16,20.412148
13.43777,26,20.4554
2.557609,12,20.475554
16.424821,41,20.543075
2.160695,14,20.566544
-2.705951,20,20.600286
8.566419,17,20.628884
12.492854,37,20.690076
1.371582,14,20.714042
-0.386651,14,20.737511
3.8171,42,20.807028
3.684473,17,20.835546
4.842761,17,20.864377
10.764564,35,20.923596
8.922428,29,20.972374
13.065064,25,21.014359
4.718638,23,22.613481
4.086123,16,22.641205
5.41917,22,22.677575
9.067003,23,22.715106
9.504673,22,22.751454
9.772843,29,22.799658
21.032991,39,22.863503
10.979276,23,22.901145
12.95231,56,22.993187
16.149163,27,23.038524
6.244544,18,23.068302
20.35918,41,23.13606
1.479398,11,23.154485
33.891346,47,23.218454
27.087469,54,23.29074
4.241053,16,23.31484
10.338828,27,23.352138
19.358489,60,23.436498
13.610762,31,23.478161
5.935179,48,23.54277
6.354662,20,23.56964
2.667201,14,23.585614
2.481506,13,23.603418
9.169009,25,23.640044
4.532242,18,23.66529
17.190667,61,23.745298
-1.770208,10,23.759526
0.04877,15,23.780513
24.537393,49,23.848516
1.11179,17,23.874001
9.443762,23,23.902143
6.243106,33,23.944385
-1.477224,8,23.95681
6.237387,21,23.984409
14.979165,54,24.056829
13.071662,32,24.100229
6.764157,28,24.135641
13.743562,60,24.217234
13.469624,45,24.278637
21.790236,38,24.328138
4.059322,16,24.350901
14.732997,33,24.394831
7.918234,22,24.421955
7.701635,56,24.495042
-0.679839,10,24.508066
14.694302,49,24.58716
10.47185,36,24.646576
4.023261,13,24.668311
7.784626,19,24.699797
6.491879,18,24.729913
11.250299,38,24.792972
14.733226,69,24.90661
7.763461,31,24.95803
9.79166,34,25.014373
5.348716,18,25.044492
5.897562,23,25.082981
10.518306,26,25.125893
15.455463,43,25.197119
0.631536,19,25.229033
5.62687,20,25.263123
8.154936,26,25.305912
12.656599,22,25.342579
-2.639425,14,25.365646
8.64447,20,25.39925
2.409107,11,25.417785
30.742673,46,25.493596
27.716932,42,25.563095
10.158655,24,25.603582
15.619177,34,25.660203
0.386769,18,27.224388
8.312109,27,27.269511
26.082235,58,27.363099
30.547183,52,27.44837
13.386826,40,27.513813
37.626421,70,27.627487
-1.659888,8,27.640734
6.576198,18,27.66981
16.145687,33,27.723977
28.22148,43,27.796459
25.942051,43,27.867616
-1.421135,10,27.883724
33.70028,73,28.000953
11.620793,35,28.059774
11.997731,24,28.099351
-1.796872,10,28.116307
15.670755,29,28.163969
40.213965,52,28.248945
