# {"t_start": 1551815721.91666, "env_id": "Walker2d-v2"} 
r,l,t
-8.11891,23,0.043099
-7.755976,9,0.056849
-4.22113,8,0.069056
-5.179315,13,0.08832
-10.415498,14,0.108961
2.322889,14,0.129036
-3.813178,8,0.141112
0.810934,10,0.155901
0.976053,16,0.178636
-2.629806,11,0.194775
0.715169,11,0.211091
-7.072706,20,0.237983
-2.611985,19,0.267045
-4.530894,11,0.28104
-10.530834,21,0.307763
0.501141,10,0.320309
-5.359759,26,0.352246
-2.69094,12,0.369701
-11.063191,28,0.414378
-3.845876,16,0.441026
-2.69823,20,0.474137
3.001918,14,0.497068
0.569308,11,0.515506
-2.10335,11,0.533776
1.659791,12,0.553568
-0.114704,15,0.578636
-0.452515,12,0.598238
-4.762536,15,0.623355
-2.496224,11,0.641831
-16.646187,23,0.679332
-3.275118,10,0.695834
-12.787918,18,0.725245
-3.355311,8,0.738545
-4.423492,23,0.77573
4.515236,19,0.80683
-6.56058,10,0.82339
1.763989,40,0.886955
-0.921413,9,0.90192
-4.343667,12,0.921815
-1.801341,14,0.945383
-0.248891,14,0.97116
-0.566431,10,0.988433
-3.139455,10,1.005366
-9.509137,17,1.032961
-1.303479,15,1.057514
-4.919642,9,1.073012
-10.786922,32,1.118491
-14.691742,25,1.145274
1.241773,18,1.164561
-7.182689,16,1.181558
-14.251554,24,1.207403
0.071451,14,1.22245
-6.369573,22,1.245532
-2.950965,10,1.256882
-4.845061,7,1.264201
-2.884448,7,1.272137
-2.991069,13,1.285695
1.827643,12,1.298531
-0.489761,10,1.309335
-1.022067,14,1.324438
-2.882088,18,1.343285
-5.034341,17,1.361664
-0.75518,13,1.375818
4.893611,20,1.398302
-3.698161,13,1.410979
-2.921941,8,1.418612
-1.355984,16,1.43364
-1.764682,8,1.441531
-6.382936,20,1.460091
-1.832077,16,1.475233
-1.380179,10,1.484876
-1.485731,13,1.497461
-3.895016,11,1.507931
-1.373084,11,1.518498
-6.442959,14,1.532835
-4.760885,21,1.552216
3.467527,32,1.583276
-7.48413,14,1.596743
0.589744,13,1.609231
-11.493406,22,1.629668
-2.760431,7,1.636569
-3.551618,19,1.654219
-7.282896,12,1.66564
-1.71076,16,1.680736
-5.205495,12,1.692283
-4.039313,16,1.707672
-10.879527,28,1.733908
-4.357218,17,1.750199
-2.602962,11,1.761073
-4.013654,37,1.795271
-3.719426,15,1.809771
-4.626691,10,1.819212
3.664221,17,1.835209
-2.52072,15,1.849228
-0.992145,15,1.86348
-1.852817,10,1.873348
-2.090414,10,1.882927
-3.448453,14,1.896547
-5.372151,25,1.920337
-4.00351,7,1.928642
-4.419858,9,1.939238
-0.150708,10,1.949867
-4.27474,8,1.959148
-7.519663,14,1.974369
-6.067495,27,2.003866
-6.928209,14,2.019621
-10.036289,24,2.045817
-0.843796,17,2.064122
-2.194751,14,2.07955
0.865439,12,2.094939
-5.137315,9,2.106966
-10.916683,17,2.130845
-3.177179,15,2.151284
1.827631,25,2.184664
-4.299776,12,2.201611
0.061303,12,2.217722
-3.817019,18,2.242555
-10.822588,19,2.269943
-3.428278,21,2.298959
-2.357074,14,2.319313
-1.003475,13,2.337074
4.609519,17,2.360758
0.919699,11,2.376444
-7.225485,14,2.395861
-4.562752,9,2.40875
