# {"t_start": 1551811845.827794, "env_id": "Reacher-v2"} 
r,l,t
-174.25057,50,0.072585
-114.701998,50,0.135598
-146.004193,50,0.198605
-101.032703,50,0.261677
-116.271445,50,0.32455
-130.423155,50,0.380869
-138.746073,50,0.437145
-166.283537,50,0.494503
-134.57602,50,0.551677
-158.659742,50,0.609433
-186.711821,50,0.667421
-143.399127,50,0.72462
-152.589123,50,0.781998
-147.937292,50,0.839473
-159.001579,50,0.903011
-158.674855,50,0.952559
-139.916605,50,1.003524
-130.163716,50,1.066772
-117.165797,50,1.132851
-138.896882,50,1.199257
-155.36509,50,1.265548
-209.29826,50,1.332052
-135.186553,50,1.398075
-148.347172,50,1.464269
-169.945032,50,1.530042
-166.700426,50,1.587559
-115.176318,50,1.6255
-114.717111,50,1.663136
-112.483472,50,1.700691
-110.475535,50,1.738253
-93.890128,50,1.775823
-143.608946,50,1.813359
-139.397241,50,1.850979
-127.996583,50,1.905236
-155.819751,50,1.960938
-138.419095,50,2.016669
-150.693752,50,2.072617
-180.206619,50,2.128601
-109.07298,50,2.18455
-126.746098,50,2.2404
-166.367856,50,3.737678
-128.001844,50,3.793791
-116.070097,50,3.850539
-115.506166,50,3.905552
-129.285593,50,3.963135
-118.067482,50,4.015932
-118.196563,50,4.068404
-125.291262,50,4.111161
-121.749237,50,4.159539
-136.994514,50,4.218451
-134.689469,50,4.284403
-127.728679,50,4.349961
-105.486119,50,4.415448
-136.216927,50,4.480995
-132.517819,50,4.546736
-108.918645,50,4.612549
-114.345004,50,4.678135
-141.626617,50,4.743472
-135.941659,50,4.809133
-101.980802,50,4.874663
-140.451637,50,4.940601
-160.970154,50,5.006228
-179.615922,50,5.072116
-108.408826,50,5.138059
-134.546473,50,5.203762
-134.290726,50,5.269451
-130.534998,50,5.335727
-134.225284,50,5.401375
-138.37452,50,5.467203
-123.288225,50,5.5329
-190.015546,50,5.599261
-147.883165,50,5.665173
-129.326617,50,5.731016
-141.640191,50,5.796634
-108.368094,50,5.862048
-132.482251,50,5.927736
-124.145685,50,5.993307
-114.046693,50,6.058925
-116.120228,50,6.124623
-153.505177,50,6.190458
-119.615515,50,6.2562
-119.331264,50,7.94819
-112.433567,50,8.013849
-158.842293,50,8.080545
-113.078252,50,8.147494
-161.887638,50,8.212767
-133.554695,50,8.278539
-128.848566,50,8.344148
-106.187185,50,8.406399
-107.11209,50,8.465054
-170.393825,50,8.522155
-122.498245,50,8.581576
-101.413442,50,8.640456
-114.973145,50,8.699708
-122.723425,50,8.756836
-142.15499,50,8.811934
-142.012776,50,8.870531
-87.873611,50,8.928249
-110.259924,50,8.984877
-127.344908,50,9.044426
-158.984663,50,9.104212
-103.186179,50,9.161619
-171.123849,50,9.21908
-108.97759,50,9.276158
-113.358436,50,9.332639
-122.76122,50,9.385602
-140.002616,50,9.434114
-126.332293,50,9.486684
-133.070946,50,9.545208
-108.092885,50,9.599206
-130.419349,50,9.665299
