# {"t_start": 1551811847.789075, "env_id": "Reacher-v2"} 
r,l,t
-142.310774,50,0.066273
-150.573731,50,0.118657
-217.205047,50,0.169054
-135.048147,50,0.232027
-197.625426,50,0.298211
-139.670012,50,0.3648
-97.856385,50,0.431382
-170.737572,50,0.49765
-128.918769,50,0.564438
-176.889417,50,0.631074
-125.56274,50,0.697495
-118.123273,50,0.763877
-143.118961,50,0.830671
-149.242426,50,0.897129
-128.303315,50,0.963759
-164.701773,50,1.030495
-128.476469,50,1.097017
-193.956377,50,1.163283
-176.977508,50,1.229831
-170.080628,50,1.298836
-123.469495,50,1.364856
-142.691672,50,1.430791
-161.486358,50,1.497816
-138.401006,50,1.564341
-116.670338,50,1.631324
-95.983574,50,1.698134
-127.469028,50,1.764621
-132.484321,50,1.831221
-136.311845,50,1.897644
-134.456871,50,1.964535
-143.106754,50,2.030675
-110.115327,50,2.097247
-150.936304,50,2.164052
-145.003441,50,2.230851
-142.666116,50,2.297109
-99.493661,50,2.363674
-135.04133,50,2.430093
-149.165026,50,2.496653
-152.510687,50,2.562916
-140.429511,50,2.629646
-162.46602,50,4.393132
-130.331776,50,4.458947
-89.299842,50,4.524896
-119.554419,50,4.59085
-114.972327,50,4.656461
-132.097131,50,4.722437
-104.945481,50,4.788252
-127.516571,50,4.854279
-135.322663,50,4.920269
-81.917658,50,4.985772
-123.5208,50,5.051896
-127.866789,50,5.118145
-110.417267,50,5.183793
-110.4698,50,5.249682
-143.936945,50,5.315597
-149.215432,50,5.381174
-135.183143,50,5.447397
-107.554241,50,5.513573
-100.660935,50,5.579306
-127.628859,50,5.650018
-135.738584,50,5.71709
-116.52865,50,5.782805
-115.411312,50,5.848619
-112.662832,50,5.914592
-138.276801,50,5.980595
-114.876051,50,6.04637
-121.642275,50,6.113321
-115.227973,50,6.179473
-174.090376,50,6.245076
-113.305071,50,6.310805
-141.338174,50,6.376398
-143.900114,50,6.442132
-133.873722,50,6.508265
-143.997092,50,6.574481
-121.77834,50,6.64038
-132.041707,50,6.706233
-142.026316,50,6.771983
-74.357122,50,6.838004
