# {"t_start": 1551811846.1523428, "env_id": "Walker2d-v2"} 
r,l,t
-8.11891,23,0.046144
-7.755976,9,0.060369
-4.22113,8,0.072444
-5.179315,13,0.085814
-10.415498,14,0.099377
2.322889,14,0.112695
-3.813178,8,0.12069
0.810934,10,0.130515
0.976053,16,0.15287
-2.629806,11,0.170697
0.715169,11,0.188076
-7.072706,20,0.217454
-2.611985,19,0.2437
-4.530894,11,0.259094
-10.530834,21,0.291216
0.501141,10,0.306811
-5.359759,26,0.347401
-2.69094,12,0.367156
-11.063191,28,0.411704
-3.845876,16,0.437687
-2.69823,20,0.469484
3.001918,14,0.491744
0.569308,11,0.509645
-2.10335,11,0.527037
1.659791,12,0.546441
-0.114704,15,0.570748
-0.452515,12,0.589859
-4.762536,15,0.613601
-2.496224,11,0.62964
-16.646187,23,0.662133
-3.275118,10,0.676561
-12.787918,18,0.702413
-3.355311,8,0.713866
-4.423492,23,0.746306
4.515236,19,0.773499
-6.56058,10,0.788083
1.763989,40,0.84409
-0.921413,9,0.857425
-4.343667,12,0.875159
-1.801341,14,0.896366
-0.248891,14,0.917365
-0.566431,10,0.932374
-3.139455,10,0.947585
-9.509137,17,0.972387
-1.303479,15,0.994547
-4.919642,9,1.008224
-10.786922,32,1.054207
-14.691742,25,1.090715
1.241773,18,1.117185
-7.182689,16,1.140861
-14.251554,24,1.173399
0.071451,14,1.194797
-6.369573,22,1.226076
-2.950965,10,1.239125
-4.845061,7,1.248101
-2.884448,7,1.257158
-2.991069,13,1.273128
1.827643,12,1.288386
-0.489761,10,1.300981
-1.022067,14,1.320512
-2.882088,18,1.348262
-5.034341,17,1.376829
-0.75518,13,1.398689
4.893611,20,1.431802
-3.698161,13,1.453999
-2.921941,8,1.467625
-1.355984,16,1.494116
-1.764682,8,1.507709
-6.382936,20,1.540284
-1.832077,16,1.566734
-1.380179,10,1.583636
-1.485731,13,1.605622
-3.895016,11,1.628622
-1.373084,11,1.649169
-6.442959,14,1.672491
-4.760885,21,1.70638
3.467527,32,1.758476
-7.48413,14,1.782115
0.589744,13,1.804048
-11.493406,22,1.840718
-2.760431,7,1.852645
-3.551618,19,1.88467
-7.282896,12,1.904783
-1.71076,16,1.931683
-5.205495,12,1.95153
-4.039313,16,1.978484
-10.879527,28,2.025374
-4.357218,17,2.052644
-2.602962,11,2.0719
-4.013654,37,2.132623
-3.719426,15,2.157809
-4.626691,10,2.174224
3.664221,17,2.20241
-2.52072,15,2.227688
-0.992145,15,2.252585
-1.852817,10,2.269948
-2.090414,10,2.286836
-3.448453,14,2.310058
-5.372151,25,2.351269
-4.00351,7,2.363319
-4.419858,9,2.378649
-0.150708,10,2.394861
-4.27474,8,2.408797
-7.519663,14,2.431946
-6.067495,27,2.476289
-6.928209,14,2.500271
-10.036289,24,2.539772
-0.843796,17,2.568131
-2.194751,14,2.591193
0.865439,12,2.611524
-5.137315,9,2.626563
-10.916683,17,2.654631
-3.177179,15,2.679254
1.827631,25,2.720047
-4.299776,12,2.740685
0.061303,12,2.760673
-3.817019,18,2.790479
-10.822588,19,2.822388
-3.428278,21,2.856875
-2.357074,14,2.880706
-1.003475,13,2.901842
4.609519,17,2.930401
0.919699,11,2.948766
-7.225485,14,2.971156
-4.562752,9,2.986794
-3.43705,9,3.002402
-1.91781,12,3.022213
-5.080007,8,3.035227
-10.034708,22,3.071839
3.443392,30,3.120873
-5.668597,7,3.133028
-1.160789,11,3.151442
-5.539964,20,3.184389
1.457113,14,3.207994
-3.568131,7,3.219938
-3.12494,11,4.906304
0.694606,11,4.924428
-2.757224,7,4.936334
-4.16563,9,4.951257
2.734172,16,4.977752
-2.632444,7,4.989797
-0.585133,9,5.004989
0.670374,19,5.037137
2.865521,17,5.065738
0.211971,12,5.086025
-2.322671,14,5.109267
3.293676,25,5.150813
-3.334251,10,5.167819
-4.915119,20,5.200593
-8.549096,29,5.247292
-9.89605,37,5.307657
0.271529,16,5.334054
-4.534182,31,5.384885
-0.803426,19,5.416631
-0.798165,11,5.435483
-2.447162,11,5.454512
-6.166884,18,5.484264
3.376246,15,5.509466
-5.726706,32,5.561563
0.597674,12,5.581612
-3.839979,14,5.605628
1.337655,13,5.627093
-6.814478,24,5.667201
0.258716,11,5.685664
-5.576416,22,5.721971
-8.636154,22,5.75855
-8.157986,24,5.798497
-3.120996,18,5.828458
-7.638417,11,5.847253
-2.870876,13,5.86951
-4.842137,7,5.881739
6.018849,18,5.91153
-2.139921,13,5.933458
-0.364702,10,5.950385
-10.422779,27,5.995519
-4.509885,7,6.007684
-9.208928,17,6.035739
-3.610561,21,6.070629
-0.104874,13,6.092397
1.648636,13,6.114127
-1.992987,16,6.140584
-4.724617,23,6.178421
-0.733035,15,6.203477
-2.867278,7,6.21532
2.450821,28,6.261462
-1.772995,15,6.286705
-9.159871,17,6.31467
0.156468,11,6.33274
-0.405828,16,6.359372
-2.802389,10,6.371177
-0.065048,16,6.386486
-1.104126,12,6.398688
1.026012,11,6.409974
-6.815926,23,6.433037
-2.118128,9,6.442377
-5.214135,26,6.467874
-1.745009,11,6.479356
2.717674,17,6.496605
-1.177982,8,6.505621
7.539174,26,6.533634
2.103833,15,6.550431
-4.150327,12,6.56374
0.596815,13,6.577712
-4.123386,14,6.593343
-2.034991,14,6.608953
-0.115789,38,6.649316
-0.324298,14,6.664763
15.781002,49,6.718696
-6.518969,17,6.73861
-2.132164,10,6.749731
5.032713,22,6.773216
-2.793323,8,6.782343
-0.774288,16,6.799392
-0.358287,21,6.821823
0.477519,34,6.857994
-11.058636,20,6.879157
-3.259056,9,6.888959
-2.365264,9,6.899025
-3.303862,29,6.933828
-10.576603,26,6.970591
-6.784528,51,7.039148
-2.745896,10,7.052917
1.440055,13,7.070815
1.572887,15,7.091739
-0.687032,29,7.129214
-1.730946,7,7.137349
-0.78616,8,7.146438
-3.496203,9,7.157151
-2.925585,8,7.166329
-8.640664,25,7.193016
-3.430201,37,7.232402
-3.299096,13,7.246844
-2.836939,7,7.254903
-2.317365,11,7.266731
-1.439352,15,7.283237
-0.909241,15,7.304855
-0.708491,15,7.323261
-2.743925,14,7.339476
-8.552401,26,7.367637
-4.532308,16,7.384806
0.32085,11,7.399999
-5.542569,27,7.428417
-4.048988,9,7.438845
-4.228288,38,7.478365
-2.376143,9,7.488377
-5.13352,27,7.51699
-4.044903,8,7.526036
-2.654047,16,7.54389
-1.171793,12,7.557939
-1.656566,26,7.585703
-11.349598,21,7.607733
-4.315012,7,7.617596
-1.470798,13,7.636164
-0.530437,14,7.656801
-1.297269,16,7.677536
1.063722,16,9.340936
-1.388208,12,9.360972
0.86635,15,9.385918
-2.699509,21,9.420603
-4.273343,20,9.453607
-9.68113,21,9.488091
-0.457871,11,9.506878
-2.874879,11,9.525416
-1.519698,9,9.540784
-3.590975,32,9.592783
-1.124315,11,9.611188
4.006921,34,9.666632
-1.663967,11,9.685171
-4.043307,19,9.71627
-1.06369,8,9.729735
2.698029,12,9.750146
-5.155789,8,9.763654
-1.562804,9,9.778468
5.556607,19,9.809616
-0.843198,9,9.824758
-4.641258,37,9.885218
2.269729,14,9.908386
-4.655342,15,9.932968
-9.912983,29,9.980678
-3.623191,7,9.992912
3.419507,17,10.020306
-5.036449,13,10.041717
0.1536,12,10.0619
-1.310121,10,10.078439
3.646879,17,10.106369
-1.125989,24,10.145537
0.210189,13,10.167325
1.475354,16,10.190576
-1.317164,15,10.211963
-1.076899,19,10.237766
-1.87192,10,10.252181
-1.830452,9,10.265311
-0.596486,12,10.281867
2.028415,13,10.299117
-4.913169,7,10.309697
-0.483243,10,10.324407
3.991785,15,10.345818
-0.230309,28,10.382943
1.869075,12,10.399734
2.227737,15,10.418585
-2.089789,26,10.451331
-3.458918,9,10.463616
-1.617868,9,10.475526
-5.165881,11,10.490032
2.667366,12,10.505881
3.389671,12,10.521459
-3.433467,30,10.554162
1.141025,23,10.586353
-2.873097,8,10.597561
-0.738212,12,10.611125
0.845574,11,10.625755
-2.35361,9,10.638991
-3.14502,15,10.658374
-1.971536,10,10.670904
-1.786597,12,10.686464
1.799327,20,10.709023
1.245045,13,10.729308
4.67351,21,10.763782
-0.826489,14,10.78735
-4.175033,11,10.805756
-2.689312,12,10.826334
-0.954426,43,10.896937
-2.723133,12,10.91715
-0.779342,9,10.932064
-3.248695,17,10.960501
-4.304469,28,11.0065
-2.523866,20,11.039865
0.429993,12,11.059877
-6.705862,27,11.10453
-3.969298,39,11.167896
0.107582,14,11.191269
-2.333907,14,11.214481
1.874609,14,11.238344
0.907744,11,11.256513
-11.803004,24,11.296086
-2.598616,7,11.308057
2.441809,14,11.330917
-1.567712,11,11.348884
-0.475949,10,11.36575
0.423619,18,11.395795
-2.910197,9,11.410507
-5.057107,11,11.429075
3.990923,16,11.455671
