# {"t_start": 1551815721.7854424, "env_id": "Hopper-v2"} 
r,l,t
7.639088,10,0.016033
14.010308,16,0.030653
7.136914,9,0.039025
26.693462,25,0.061431
7.990505,10,0.070572
13.772377,22,0.090168
94.438673,55,0.137917
5.373817,9,0.146278
8.855238,11,0.156209
7.094211,10,0.16484
5.765148,8,0.172199
12.183351,17,0.187162
4.32738,7,0.193656
6.854621,9,0.201684
9.77446,12,0.212517
9.033164,17,0.227808
3.273122,6,0.23345
11.212684,18,0.249529
35.845752,39,0.284315
6.202013,8,0.291688
7.861268,11,0.301617
9.416459,12,0.312476
6.959108,9,0.320781
150.707848,75,0.385577
8.487047,12,0.396399
8.142465,10,0.40551
7.264567,12,0.416407
14.729074,21,0.435428
6.703043,10,0.444557
6.965399,10,0.453799
10.498848,16,0.468311
13.332429,16,0.482806
10.810312,14,0.495478
4.539199,8,0.502755
7.207097,10,0.511895
4.676749,8,0.519171
8.72706,13,0.530973
6.965452,9,0.539388
7.815919,11,0.551159
8.533279,15,0.564643
4.576264,8,0.572088
6.976238,11,0.582099
8.833897,15,0.595551
8.02035,10,0.604615
6.906565,11,0.614472
13.057699,15,0.627924
11.211866,14,0.642072
15.10676,18,0.658172
6.026289,9,0.666399
8.147628,13,0.677755
9.810468,17,0.692896
10.684256,17,0.708147
12.617922,15,0.721101
15.151438,23,0.741371
13.55521,17,0.75676
7.488309,11,0.766889
8.08652,13,0.778491
12.325356,16,0.792668
10.802282,12,0.803551
12.423536,19,0.820204
16.949118,21,0.839016
7.269948,9,0.847443
6.864423,9,0.85554
11.629215,17,0.870798
17.025815,24,0.892347
6.970353,12,0.903277
5.809614,9,0.911457
14.255213,18,0.927484
9.878154,17,0.942586
6.378987,8,0.950032
7.939853,10,0.95889
52.17211,44,0.997907
6.844279,11,1.007997
4.537582,9,1.016145
12.455276,17,1.031132
9.073232,11,1.041062
4.726696,7,1.047594
14.347924,18,1.06343
7.828152,11,1.07324
13.571476,20,1.091193
13.00192,18,1.107306
16.57005,20,1.125223
19.363031,26,1.148594
6.92924,9,1.156908
8.761539,15,1.170435
14.161893,17,1.18568
8.831152,14,1.197945
11.962561,27,1.222044
8.841114,11,1.23198
10.87804,21,1.250329
6.768192,9,1.258488
9.616236,15,1.271585
11.633865,15,1.284945
15.692628,18,1.301159
10.154011,11,1.311183
16.624963,19,1.32822
8.778254,12,1.339022
7.601329,11,1.34875
7.62322,10,1.357404
6.044723,8,1.364496
13.254951,17,1.379394
15.317738,16,1.393748
12.034113,14,1.406384
9.289074,13,1.417919
8.208504,11,1.42778
11.629398,14,1.440226
11.513068,15,1.453782
6.708987,9,1.461962
14.745079,18,1.478087
5.767438,9,1.486247
12.085427,18,1.502149
9.646716,15,1.515615
8.185329,12,1.526861
9.969109,16,1.543535
11.327437,16,1.559599
8.684033,13,1.572975
17.989114,23,1.596403
14.880739,20,1.618483
7.249525,12,1.630497
