# {"t_start": 1551811846.4942052, "env_id": "Hopper-v2"} 
r,l,t
7.639088,10,0.025275
14.010308,16,0.050998
7.136914,9,0.065353
26.693462,25,0.104783
7.990505,10,0.120801
13.772377,22,0.15519
94.438673,55,0.239892
5.373817,9,0.254531
8.855238,11,0.271878
7.094211,10,0.287081
5.765148,8,0.299691
12.183351,17,0.325845
4.32738,7,0.336791
6.854621,9,0.35029
9.77446,12,0.369385
9.033164,17,0.396189
3.273122,6,0.405735
11.212684,18,0.434705
35.845752,39,0.497069
6.202013,8,0.50987
7.861268,11,0.527243
9.416459,12,0.546385
6.959108,9,0.56069
150.707848,75,0.675512
8.487047,12,0.694231
8.142465,10,0.710135
7.264567,12,0.728724
14.729074,21,0.762651
6.703043,10,0.778235
6.965399,10,0.79456
10.498848,16,0.820301
13.332429,16,0.845806
10.810312,14,0.86827
4.539199,8,0.88097
7.207097,10,0.896625
4.676749,8,0.909159
8.72706,13,0.929472
6.965452,9,0.943926
7.815919,11,0.9612
8.533279,15,0.985029
4.576264,8,0.997572
6.976238,11,1.014996
8.833897,15,1.038335
8.02035,10,1.05389
6.906565,11,1.070986
13.057699,15,1.094716
11.211866,14,1.116723
15.10676,18,1.145555
6.026289,9,1.15979
8.147628,13,1.17993
9.810468,17,1.207116
10.684256,17,1.233879
12.617922,15,1.257209
15.151438,23,1.294055
13.55521,17,1.321049
7.488309,11,1.338509
8.08652,13,1.359078
12.325356,16,1.384259
10.802282,12,1.403639
12.423536,19,1.43336
16.949118,21,1.466495
7.269948,9,1.48111
6.864423,9,1.495533
11.629215,17,1.524236
17.025815,24,1.562118
6.970353,12,1.581281
5.809614,9,1.595628
14.255213,18,1.62415
9.878154,17,1.650867
6.378987,8,1.663989
7.939853,10,1.679982
52.17211,44,1.749439
6.844279,11,1.76676
4.537582,9,1.781137
12.455276,17,1.807985
9.073232,11,1.825383
4.726696,7,1.836775
14.347924,18,1.864775
7.828152,11,1.882064
13.571476,20,1.913857
13.00192,18,1.942171
16.57005,20,1.973869
19.363031,26,2.015337
6.92924,9,2.029787
8.761539,15,2.053877
14.161893,17,2.081054
8.831152,14,2.103102
11.962561,27,2.145492
8.841114,11,2.163023
10.87804,21,2.196123
6.768192,9,2.210196
9.616236,15,2.233405
11.633865,15,2.257042
15.692628,18,2.285271
10.154011,11,2.30276
16.624963,19,2.332671
8.778254,12,2.35156
7.601329,11,2.368503
7.62322,10,2.383959
6.044723,8,2.39672
13.254951,17,2.42375
15.317738,16,2.448945
12.034113,14,2.471132
9.289074,13,2.491733
8.208504,11,2.508929
11.629398,14,2.531192
11.513068,15,2.555074
6.708987,9,2.569281
14.745079,18,2.597317
5.767438,9,2.611358
12.085427,18,2.63965
9.646716,15,2.663053
8.185329,12,2.68171
9.969109,16,2.706719
11.327437,16,2.731747
8.684033,13,2.752059
17.989114,23,2.788126
14.880739,20,2.816282
7.249525,12,2.832184
10.81255,16,2.853344
6.518462,11,2.868274
34.779706,36,2.922958
5.816548,9,2.937236
13.698972,19,2.967345
8.445835,11,2.984461
28.885454,25,3.023792
7.30902,10,3.039468
5.096421,10,3.055459
8.803614,14,3.077816
6.254775,10,3.0939
9.158156,14,3.116224
6.560652,10,3.132315
10.87317,15,3.156145
11.382701,14,3.17851
36.331369,31,3.227676
9.76415,14,4.827756
43.771571,38,4.885859
6.429967,13,4.906797
31.908807,38,4.966634
7.966943,10,4.982503
7.262732,10,4.998326
14.463881,23,5.034744
8.391363,11,5.052234
6.264648,8,5.065179
9.592387,13,5.085856
31.224161,34,5.139652
34.546464,33,5.192268
6.762976,9,5.206384
9.710466,15,5.229959
23.288708,35,5.285615
5.521888,8,5.298085
5.936453,9,5.31218
6.900819,10,5.327942
4.437511,8,5.340623
16.763789,18,5.36863
16.665823,26,5.409818
10.358258,13,5.430085
11.901803,16,5.455478
16.424956,17,5.482181
13.23547,21,5.51537
11.060762,14,5.537443
21.069545,31,5.586431
4.598529,8,5.59908
35.30342,40,5.661634
29.521905,27,5.704399
8.891105,12,5.723135
29.177302,35,5.778331
7.53686,19,5.808352
5.67989,10,5.82422
20.956982,23,5.860517
42.94556,41,5.924776
10.242956,13,5.945373
47.984496,45,6.016474
9.096229,14,6.038815
12.183094,16,6.064466
7.37771,10,6.079966
10.575698,15,6.103514
10.762009,12,6.122303
8.410885,13,6.14267
6.412392,12,6.161808
7.012641,13,6.182519
11.903187,25,6.222172
13.60083,17,6.249299
5.24699,8,6.261873
9.576913,12,6.280615
22.889232,34,6.334564
23.955325,24,6.372661
8.776084,12,6.391221
14.751657,26,6.432212
8.014035,10,6.448198
6.205344,8,6.460912
10.645004,14,6.482716
7.672928,12,6.501762
10.079764,13,6.522183
14.257228,17,6.548851
7.393571,12,6.567989
9.680664,14,6.590201
5.800235,8,6.603017
9.794699,13,6.62325
7.067446,11,6.640722
16.323145,23,6.677341
5.628462,9,6.691802
6.11636,10,6.707425
10.350008,19,6.737714
8.903711,11,6.754674
9.396615,15,6.778359
9.768178,13,6.798877
6.032996,11,6.816402
9.914368,16,6.84171
8.0413,12,6.859938
7.841766,10,6.875566
13.865311,21,6.909046
10.135832,17,6.936139
25.00887,28,6.980889
11.155699,18,7.009684
13.962399,18,7.0383
16.448693,19,7.068276
5.537114,9,7.082165
8.340446,12,7.101123
10.165176,12,7.119857
12.035752,17,7.147482
10.005279,13,7.168428
7.648801,15,7.192283
10.74756,13,7.212992
9.619402,16,7.238214
7.127781,11,7.255599
6.246161,11,7.273024
8.844828,13,7.293623
7.837636,11,7.310974
17.751378,21,7.344368
7.533533,13,7.365153
19.803708,24,7.402989
6.639862,10,7.418829
8.678454,11,7.436108
11.135703,16,7.461574
62.288304,58,7.55308
9.263091,15,7.576802
9.219529,13,7.597273
10.224811,14,7.619212
10.005072,17,7.646357
17.959435,23,7.68267
5.982128,10,7.69847
6.000758,9,7.712595
5.967564,11,7.729663
7.198235,12,7.748888
6.936876,14,7.771011
34.792662,27,7.813083
8.665275,13,7.833169
15.836303,18,7.861465
6.730306,10,7.876931
7.33541,10,7.89248
9.567011,14,7.914455
11.166446,15,7.935628
9.111319,11,7.951732
9.121531,13,7.969758
6.678223,11,7.983412
6.079267,12,7.999628
10.08263,13,8.017224
11.364232,15,9.474493
12.324253,16,9.49991
12.576202,17,9.52696
8.493652,11,9.544109
154.092516,88,9.679282
10.079335,14,9.701097
30.100457,27,9.743227
9.986254,12,9.762095
24.64501,25,9.801597
46.245879,39,9.863175
8.261258,11,9.880191
94.413925,64,9.953082
51.858581,55,10.012045
41.519394,47,10.073927
13.617549,20,10.100868
8.347597,12,10.116994
11.9528,13,10.133969
13.716141,20,10.161102
12.531269,19,10.18682
137.104592,77,10.295247
39.542012,47,10.369175
20.028198,32,10.419981
11.95137,14,10.441805
35.030285,46,10.514631
107.37687,59,10.605468
17.041689,21,10.638623
7.149102,9,10.653019
8.184112,11,10.670522
8.083366,11,10.687617
8.883241,12,10.706363
12.465946,14,10.728169
6.75726,9,10.742159
10.373812,14,10.763945
6.515164,11,10.781302
10.371814,13,10.801924
11.92822,17,10.828934
14.94036,19,10.85907
15.198103,25,10.898533
16.250974,18,10.92675
11.957984,16,10.952194
150.058494,83,11.081666
24.67026,33,11.134123
18.203053,25,11.173794
12.441764,16,11.199107
47.759863,41,11.262523
13.081658,16,11.288568
52.049735,38,11.348737
9.906032,13,11.369352
8.521425,10,11.385127
21.819456,22,11.420158
29.35683,31,11.468828
8.302653,13,11.489775
105.876208,93,11.636114
11.489284,15,11.66031
16.483508,22,11.695323
9.896973,14,11.717384
10.566864,15,11.740534
19.707582,20,11.772051
32.436206,29,11.817744
7.865385,10,11.833867
6.844416,10,11.849159
5.810383,9,11.863766
7.799076,10,11.879506
12.364746,14,11.901646
5.78229,9,11.915974
12.665489,18,11.944327
9.738281,12,11.962846
29.369333,28,12.007006
9.859959,13,12.027334
33.285997,29,12.073028
19.219096,23,12.109734
15.101865,17,12.136471
24.047213,24,12.174005
82.543003,53,12.256489
42.215752,33,12.308859
124.466197,68,12.415884
36.173879,41,12.480466
17.155992,29,12.526562
13.352554,15,12.550089
119.940704,69,14.093549
14.859653,21,14.12709
25.885842,32,14.177662
38.170741,37,14.236642
111.245466,60,14.331007
10.301522,14,14.353412
11.985126,15,14.377021
11.10489,12,14.396057
13.998253,21,14.429013
65.849534,47,14.502791
94.658515,56,14.580483
13.825264,23,14.612367
26.176811,26,14.646201
86.429235,93,14.755052
24.843343,27,14.791854
26.350385,24,14.823123
11.861063,18,14.847679
95.385912,64,14.92967
121.453083,90,15.047596
15.220184,18,15.07151
20.455164,25,15.105561
11.193248,14,15.124711
130.005456,80,15.22956
8.422718,11,15.245452
12.18919,19,15.273802
110.875375,61,15.369224
106.048054,57,15.458875
9.154949,12,15.477849
12.765643,14,15.500114
21.706911,21,15.533365
17.197189,25,15.57336
10.731464,18,15.602359
17.4837,21,15.635936
5.774555,8,15.648616
107.517073,82,15.777872
134.356752,71,15.888687
32.896052,29,15.934489
51.171506,41,15.998973
37.917464,39,16.060795
26.334005,24,16.098973
11.44139,22,16.133745
19.716902,20,16.165404
11.401022,13,16.185831
56.121145,42,16.251773
38.68136,34,16.305644
104.192972,69,16.415084
11.655749,15,16.439002
47.348563,38,16.499123
29.47001,31,16.548898
7.931844,10,16.564414
98.656748,54,16.649117
13.490245,17,16.676025
95.220456,55,16.762761
9.075289,12,16.781748
17.183019,26,16.823211
13.178904,19,16.853345
24.230769,23,16.889767
90.066368,72,17.002561
92.388744,65,18.591701
126.629119,83,18.698183
84.736742,55,18.769918
113.493211,63,18.850967
101.902388,60,18.930154
11.899109,14,18.949877
8.710414,13,18.96732
81.629095,53,19.032221
10.702661,15,19.053211
104.444309,67,19.138405
111.744998,64,19.218156
104.334322,81,19.344518
99.243961,56,19.43243
151.481517,93,19.578187
96.583027,61,19.672416
14.20401,16,19.69758
76.010707,46,19.76864
97.233432,55,19.854541
