# {"t_start": 1551811845.468541, "env_id": "HalfCheetah-v2"} 
r,l,t
-725.769188,1000,1.330022
-866.188518,1000,2.475636
-1005.703636,1000,5.085092
-855.806825,1000,6.254118
-855.238334,1000,9.290248
-887.413952,1000,10.45418
-817.797623,1000,12.963418
-854.965091,1000,14.028021
-730.532259,1000,16.580545
-786.364895,1000,17.937503
-798.270907,1000,20.862227
-899.779453,1000,22.194192
-710.951164,1000,24.620537
-756.16837,1000,25.532329
-818.84904,1000,28.029875
-607.328624,1000,29.365071
-683.191608,1000,31.973906
-598.565257,1000,33.087352
-567.389419,1000,36.127159
-618.936461,1000,37.187784
-746.620202,1000,39.740735
-620.956055,1000,40.817527
-621.03621,1000,43.752027
-593.822602,1000,45.035288
-650.235101,1000,47.761114
-586.584347,1000,48.853945
-649.848434,1000,51.542697
-573.008892,1000,52.607232
-578.757683,1000,55.557118
-568.141263,1000,56.914415
-538.782293,1000,59.512239
-503.946708,1000,60.629971
-479.834532,1000,63.277799
-506.836117,1000,64.602019
-483.067087,1000,67.17745
-524.10682,1000,68.417846
-518.810831,1000,70.905385
-430.996775,1000,71.970057
-613.962886,1000,74.529425
-413.732785,1000,75.876883
-411.416427,1000,78.58062
-395.829734,1000,79.731123
-380.54922,1000,80.604756
-358.020907,1000,83.032122
-408.32654,1000,83.934734
-334.258164,1000,86.524225
-359.806911,1000,87.511441
-337.335708,1000,90.360518
-339.530232,1000,91.411123
-298.595488,1000,93.9715
-335.291762,1000,95.440372
-298.494127,1000,98.032889
-403.367939,1000,99.363789
-224.164955,1000,102.10609
-317.691868,1000,103.412558
-244.122091,1000,106.087893
-318.829168,1000,107.227042
-298.857725,1000,110.205967
-176.332767,1000,111.398647
-244.731479,1000,113.938601
-179.777465,1000,114.955652
-99.061271,1000,117.745007
-167.120011,1000,119.125193
-195.626836,1000,122.108122
-153.825373,1000,123.386354
-119.57059,1000,126.16518
-111.961193,1000,127.225755
-165.991414,1000,130.111877
