# {"t_start": 1551815721.485175, "env_id": "Walker2d-v2"} 
r,l,t
1.629582,14,0.033347
-2.498205,23,0.071851
2.475217,15,0.096963
6.378755,24,0.137125
2.753965,14,0.160699
-1.442033,14,0.184232
-1.762457,10,0.201069
2.563453,13,0.222503
8.364435,21,0.257102
-1.760317,16,0.283664
-0.498611,16,0.31009
-6.639555,31,0.361088
5.742722,16,0.387244
-1.814872,19,0.41881
1.163682,23,0.45747
6.279062,28,0.503261
3.313394,18,0.533571
7.789033,22,0.570347
1.410147,14,0.593714
0.286917,24,0.633353
3.487934,17,0.661732
-1.149608,14,0.684346
0.936882,34,0.740812
2.351856,15,0.765826
4.016932,17,0.793777
3.722609,20,0.827139
1.690292,14,0.850555
-3.321267,10,0.867615
-2.314127,12,0.887528
-2.448583,18,0.917843
-3.340108,14,0.941013
2.669927,14,0.964448
3.261142,18,0.994387
3.203371,20,1.02772
-1.435763,16,1.054444
5.705545,20,1.087718
5.161212,19,1.118698
6.264437,21,1.152966
1.84095,15,1.169022
2.840145,18,1.188643
4.550323,19,1.209014
0.3398,13,1.223143
10.022757,24,1.24886
0.374635,11,1.260815
4.490799,18,1.27986
7.438318,23,1.305034
-3.680198,11,1.316944
0.459944,13,1.33085
3.838438,14,1.346193
10.067776,29,1.376591
-0.82117,16,1.394114
3.603826,20,1.415562
-1.516718,15,1.435758
-2.974917,9,1.445948
-0.324701,23,1.470601
-5.996844,17,1.488517
1.643329,16,1.50602
5.14003,14,1.521021
-1.285209,16,1.537927
3.948712,14,1.553055
6.387597,30,1.585243
-5.370846,21,1.607847
9.522304,29,1.638904
-3.710321,16,1.656792
-2.955199,28,1.686938
4.041141,15,1.702962
0.694089,21,1.725082
4.613903,17,1.74351
2.686848,21,1.766161
5.682346,20,1.787785
2.398904,16,1.805089
6.621675,26,1.832538
8.741784,21,1.854873
-10.793915,39,1.895966
2.767793,16,1.913362
9.318624,19,1.933817
4.97501,23,1.958396
2.175237,14,1.978303
-0.639478,15,2.002606
-5.256938,20,2.035769
-1.72066,18,2.066188
-0.069851,21,2.101696
13.995439,28,2.148518
4.895883,22,2.185685
1.866307,31,2.237423
2.43898,17,2.265865
4.220635,24,2.306347
0.135155,16,2.333568
-0.802219,12,2.353466
1.453835,12,2.373574
0.3453,16,2.400209
-2.296265,16,2.427294
4.7014,18,2.457369
1.514715,19,2.489656
-1.744628,14,2.51288
-3.480803,11,2.531297
4.309273,20,2.565094
1.408972,17,2.593885
0.315936,20,2.627021
2.088456,14,2.65051
-5.930766,13,2.672123
0.363736,16,2.699459
-3.82909,15,2.724956
2.800425,22,2.761403
2.339786,16,2.788341
3.112748,19,2.821055
-6.149959,20,2.854776
0.692206,23,2.892884
2.205608,16,2.919738
-9.050459,34,2.976114
4.038079,24,4.676937
1.494828,24,4.712786
-0.852749,19,4.741018
0.884934,19,4.768908
1.728108,14,4.789909
6.803309,20,4.819548
13.992119,26,4.856598
4.575145,29,4.896845
0.776843,17,4.91976
0.73255,20,4.947491
1.354215,16,4.969234
-0.913746,15,4.9892
4.367493,21,5.01852
-5.515806,11,5.034473
1.41092,16,5.057796
2.924337,14,5.076939
9.348669,26,5.111351
3.59624,19,5.138044
3.498712,16,5.158265
5.468443,30,5.202389
1.825694,20,5.230965
1.438207,16,5.254464
5.326397,17,5.279335
-0.203305,15,5.297161
0.55302,15,5.318721
15.892264,30,5.359713
2.998291,25,5.393598
1.026947,16,5.416813
2.520424,17,5.441371
2.174444,14,5.464214
-4.616852,15,5.488979
3.741556,18,5.51905
1.844074,16,5.546083
4.483991,24,5.586898
2.020963,17,5.615445
3.328691,21,5.650908
7.920375,26,5.694226
-0.190488,14,5.717997
-2.103846,24,5.758059
2.156144,16,5.78574
-1.909492,13,5.807591
0.696048,14,5.831288
5.623885,21,5.866344
4.246454,23,5.905526
6.644548,34,5.962128
1.593364,15,5.98749
15.366094,30,6.037875
1.784873,17,6.066586
-4.878268,17,6.095635
-6.659825,20,6.129483
10.837546,25,6.171258
0.471531,18,6.201345
-1.794179,11,6.219875
2.481213,15,6.245292
5.219525,18,6.275918
0.706424,17,6.304703
2.312741,17,6.333496
0.013402,23,6.372537
8.167466,25,6.414821
-1.756466,19,6.447262
0.244981,13,6.469102
-0.13364,16,6.496652
10.078051,25,6.53954
1.557858,21,6.574739
9.006372,30,6.625071
-0.281669,14,6.648605
1.659512,13,6.670815
3.261436,17,6.699439
13.974763,27,6.744902
-2.355017,14,6.768453
2.47054,14,6.79203
1.236999,22,6.829376
1.646706,28,6.87624
1.310376,18,6.90671
