# {"t_start": 1551815722.1222765, "env_id": "Reacher-v2"} 
r,l,t
-135.918062,50,0.050739
-144.362356,50,0.095357
-159.276067,50,0.156641
-119.470391,50,0.212391
-146.622525,50,0.274611
-140.208868,50,0.337583
-137.592875,50,0.400573
-112.734304,50,0.463624
-120.343406,50,0.526464
-132.416929,50,0.58667
-86.692881,50,0.644037
-142.046163,50,0.703357
-106.754725,50,0.760693
-101.944496,50,0.818023
-160.680288,50,0.875425
-141.989342,50,0.933096
-113.33711,50,0.990369
-130.080612,50,1.047844
-113.638767,50,1.104802
-157.296233,50,1.158025
-90.74157,50,1.2078
-139.950048,50,1.268853
-170.489436,50,1.334796
-133.009111,50,1.401142
-108.664019,50,1.46728
-93.518443,50,1.533704
-197.979727,50,1.600163
-91.452685,50,1.66835
-115.86584,50,1.734442
-130.571781,50,1.800739
-123.72721,50,1.867266
-162.583361,50,1.933276
-135.850641,50,2.000065
-130.754303,50,2.066433
-87.505112,50,2.132641
-158.667973,50,2.198694
-107.352807,50,2.26525
-146.911587,50,2.33157
-146.258659,50,2.397562
-135.415002,50,2.464079
-155.454119,50,4.073851
-117.227551,50,4.132321
-127.348369,50,4.188335
-113.777448,50,4.245572
-105.317482,50,4.301683
-106.922685,50,4.358585
-116.663089,50,4.415551
-124.900328,50,4.470462
-130.277968,50,4.525345
-115.912626,50,4.57812
-107.699106,50,4.633258
-128.849383,50,4.68855
-105.018947,50,4.743638
-135.351938,50,4.801603
-100.360747,50,4.865668
-134.258392,50,4.932161
-134.414565,50,4.999127
-131.611814,50,5.066125
-110.570866,50,5.133261
-96.128953,50,5.200338
-115.919777,50,5.267035
-131.979521,50,5.334022
-153.503921,50,5.401021
-92.965444,50,5.467996
-129.415508,50,5.534924
-139.717701,50,5.6023
-121.354112,50,5.6693
-100.784151,50,5.736188
-127.862079,50,5.802967
-111.989327,50,5.869834
-115.54044,50,5.936813
-94.796322,50,6.003794
-98.122942,50,6.070562
-121.226123,50,6.137655
-116.699159,50,6.204964
-99.367951,50,6.272069
-120.209352,50,6.338895
-100.702559,50,6.405701
-131.178148,50,6.472459
-137.058907,50,6.53971
-130.043328,50,6.606595
-141.416894,50,8.350148
-92.36239,50,8.427113
-126.904322,50,8.505895
-100.118769,50,8.584456
-102.056115,50,8.663085
-125.497709,50,8.739455
-92.953734,50,8.818299
-117.95223,50,8.897374
-100.435076,50,8.97373
-130.714459,50,9.052439
-101.956971,50,9.129088
-98.559161,50,9.207324
-110.774279,50,9.286184
-120.031625,50,9.365279
-99.881523,50,9.444322
-109.551902,50,9.523358
-114.203031,50,9.601324
-98.275075,50,9.679975
-106.705243,50,9.756767
-123.394014,50,9.831891
-124.203031,50,9.908434
-106.793897,50,9.983553
-103.376519,50,10.050085
-95.605816,50,10.113137
-107.87702,50,10.177016
-102.606827,50,10.237309
-115.685541,50,10.295137
-115.747658,50,10.346682
-85.900716,50,10.404986
-121.965606,50,10.473779
-127.78782,50,10.542956
-89.897414,50,10.603099
-118.657059,50,10.667354
-122.65183,50,10.733773
-105.423238,50,10.802019
-112.030979,50,10.869339
-130.371934,50,10.93889
-133.826119,50,11.008791
