# {"t_start": 1551811847.1674345, "env_id": "Walker2d-v2"} 
r,l,t
5.638006,31,0.06147
-2.603157,13,0.083457
13.465526,33,0.138123
-5.969936,8,0.151878
-3.87484,20,0.18542
-5.412062,13,0.20663
-6.129605,11,0.22495
-4.262428,12,0.245269
5.234633,28,0.291236
-4.07615,13,0.313342
-3.157106,26,0.35623
-6.815259,12,0.376596
0.873032,14,0.399838
10.614104,25,0.440775
-0.738248,14,0.463567
-3.618672,13,0.485378
-2.354725,14,0.508234
-3.243674,10,0.524966
-5.289918,10,0.541956
-1.946019,21,0.576874
-1.897583,10,0.593759
-8.158041,15,0.618657
5.236121,35,0.677254
0.585237,17,0.705794
-2.488,22,0.742595
-5.931732,9,0.758244
4.402652,33,0.812854
-1.361198,14,0.836387
1.840582,35,0.89416
-2.324545,12,0.914066
-3.037922,12,0.934462
-4.406258,12,0.954619
1.036555,18,0.984274
-3.947436,13,1.006217
-2.46984,9,1.021229
-10.178642,17,1.049024
-0.680172,24,1.089436
-1.044094,18,1.119809
2.48031,28,1.166064
0.646118,16,1.193133
-5.518945,9,1.208399
-1.278129,32,1.261152
-1.902293,12,1.281376
-6.521996,8,1.294828
-0.980396,20,1.328048
-9.400554,12,1.347849
2.053411,15,1.373148
11.68389,33,1.427402
5.224772,27,1.471081
6.277392,32,1.523798
-3.101187,19,1.55507
-7.753851,12,1.575156
-10.013499,21,1.605293
-13.858254,16,1.624872
-0.451769,15,1.643258
12.96627,28,1.671245
15.366297,45,1.71505
6.966849,30,1.745176
1.897043,25,1.780174
0.672388,18,1.804874
-4.793824,20,1.832566
29.756178,48,1.897873
-5.484852,30,1.944342
-3.482724,11,1.962683
5.34035,16,1.988933
-8.73137,18,2.017988
-8.818519,23,2.055148
-6.531155,22,2.091258
-3.777367,10,2.107673
-5.513265,9,2.122524
1.953381,35,2.179323
-11.126741,23,2.216468
-0.497066,21,2.250594
-4.60046,21,2.28508
-3.664648,13,2.306682
-3.032031,17,2.335135
8.364424,34,2.389709
10.207661,25,2.431344
-3.825535,15,2.456007
-2.593513,30,2.504272
10.504861,23,2.541569
6.621724,31,2.592573
-0.988221,11,2.610272
7.920259,35,2.667435
-4.428551,12,2.687403
-4.278981,9,2.702379
-3.110936,13,2.72378
-0.532526,16,2.750522
-3.544117,13,2.772033
10.439939,40,2.837091
0.319198,16,2.863788
-5.566237,19,2.895678
3.987815,29,2.942861
-1.590603,15,2.967848
-2.994026,9,2.982811
-2.149258,12,3.002955
16.047017,29,3.051104
-6.476365,8,3.064327
0.091615,26,3.107294
-5.362916,11,3.125432
-0.236332,13,3.147054
-6.359796,27,3.191723
-6.147361,25,3.232516
7.226349,35,4.9561
9.086905,47,5.001452
2.173381,15,5.015734
-7.207397,17,5.031879
3.610411,47,5.081339
4.883224,19,5.102193
17.295712,42,5.150652
8.246632,21,5.177089
-2.496841,14,5.192121
-0.733421,18,5.210839
9.309333,31,5.243121
-1.824263,14,5.25817
-6.89048,11,5.26869
-4.254911,24,5.291326
3.617815,13,5.303689
-2.343581,26,5.327834
-2.829169,15,5.341893
-2.886263,12,5.3533
-4.77391,16,5.36849
-0.833634,17,5.384562
-3.320813,12,5.396182
-4.447687,15,5.410222
9.031977,30,5.438207
34.083664,49,5.483249
-1.883186,9,5.491913
-0.158308,13,5.503783
-5.173722,8,5.512333
-4.19404,19,5.533249
-2.574853,9,5.543113
-5.431515,21,5.566221
-1.381222,11,5.578491
-9.982396,16,5.596268
-1.924722,22,5.620481
-3.844312,11,5.633138
5.394454,20,5.655467
3.334835,27,5.68501
-3.872117,10,5.695949
5.070088,26,5.722908
9.10927,23,5.755077
4.575588,20,5.782951
7.980404,27,5.819877
-3.846056,16,5.84238
-4.182158,8,5.85426
-0.511361,32,5.896529
-0.228773,16,5.914562
0.798722,17,5.940852
3.379963,23,5.978861
-4.284422,13,6.000357
-1.71688,12,6.020347
12.923339,36,6.079327
-6.371797,10,6.095925
-4.361519,14,6.119522
-6.572629,12,6.139424
0.602629,23,6.176828
-4.962309,12,6.196554
-1.185209,29,6.24308
-3.060314,21,6.277043
-7.504704,16,6.303662
4.907678,33,6.357111
-2.330574,11,6.375664
6.421473,28,6.421599
3.314756,19,6.452664
-5.573916,26,6.49515
-1.480909,29,6.543035
-3.556023,13,6.565163
-4.166203,11,6.583828
15.747014,34,6.63949
2.760187,22,6.67603
7.803092,34,6.731348
-2.917488,10,6.748112
3.367197,19,6.779584
-5.775748,13,6.801431
11.733759,47,6.877935
-2.612623,10,6.895312
-0.617645,21,6.929729
8.959505,33,6.984398
-4.898223,9,6.999157
12.563473,47,7.075063
-5.816832,12,7.094497
-0.644892,26,7.136826
0.754372,17,7.165489
-1.467722,15,7.190844
1.073689,12,7.210616
-0.424591,12,7.230948
1.682741,19,7.261976
-3.889479,26,7.304679
64.698007,84,7.441224
-5.762773,22,7.478158
-5.267581,9,7.493318
5.211064,21,7.527733
12.299967,27,7.572458
10.276384,23,7.61045
4.844677,30,7.659513
2.097861,17,7.687424
-3.288767,23,7.724968
5.892928,38,7.786887
-2.663959,20,9.379727
-5.192884,14,9.399621
-3.773582,9,9.411043
2.775268,40,9.452568
12.65783,32,9.485875
3.284601,18,9.508936
20.488835,39,9.554977
0.41134,19,9.578011
-1.837361,18,9.597251
29.200542,66,9.670931
18.369261,51,9.733972
0.226704,19,9.754571
-5.387327,24,9.779406
-4.193251,22,9.802588
6.818064,29,9.833851
1.194147,46,9.881595
-1.363319,27,9.911188
9.116814,36,9.951028
-10.663367,18,9.970728
-2.449387,14,9.986214
-4.410717,10,10.000095
-0.294183,36,10.044487
-2.573478,17,10.062908
6.136758,20,10.084635
-3.867572,10,10.095793
4.766232,23,10.120625
9.372926,50,10.174404
-0.01005,12,10.191639
-4.403812,10,10.206269
-1.336682,9,10.219125
-2.818886,13,10.237775
-3.223976,11,10.253996
0.33109,15,10.273562
8.475139,27,10.300271
-0.007684,23,10.323961
41.236044,60,10.386001
-4.106478,14,10.401
1.975179,34,10.436138
1.705654,12,10.448996
-2.535475,23,10.472914
19.641969,41,10.515615
19.825412,39,10.556269
1.564844,15,10.571902
-0.577839,11,10.583885
-0.824502,8,10.592504
-2.403066,8,10.602113
-1.508215,14,10.618728
-1.302146,11,10.632173
0.459955,14,10.648732
-2.12744,26,10.680097
2.890475,20,10.704266
1.133586,13,10.719837
9.605812,55,10.785132
1.100336,14,10.802239
-0.595678,14,10.819219
-5.619407,8,10.829174
3.124274,18,10.850532
24.941448,43,10.900163
-6.135788,9,10.910159
-3.648726,49,10.960441
0.053467,13,10.97444
-3.923259,15,10.990712
-4.289581,10,11.001286
2.568426,21,11.023155
2.395211,23,11.055058
-4.598182,23,11.092935
-7.026724,15,11.117309
1.800161,33,11.171711
0.147812,27,11.215757
-2.928362,16,11.241515
-0.685727,15,11.265913
-0.558845,10,11.282873
-7.176788,20,11.315388
-1.383987,13,11.337006
5.686643,26,11.378793
-0.980842,29,11.425006
7.379911,23,11.462802
5.714439,29,11.50924
12.637295,28,11.555065
-4.70928,8,11.568547
-2.273083,26,11.61075
-8.831902,20,11.643439
2.22782,24,11.682515
21.962668,43,11.752316
-0.970758,22,11.787988
11.61372,26,11.830795
0.775481,28,11.876849
-0.642433,20,11.909252
7.755163,27,11.953565
1.611212,32,13.643777
7.520049,21,13.679772
12.134581,30,13.730658
15.948144,102,13.898949
19.145759,56,13.992072
16.476377,32,14.045906
1.063753,23,14.084499
-1.717373,9,14.099914
33.537639,43,14.171376
15.362923,34,14.228311
36.697159,56,14.320735
14.49944,24,14.360465
4.644718,51,14.445395
15.187273,34,14.501721
