# {"t_start": 1551811847.2689607, "env_id": "Hopper-v2"} 
r,l,t
55.808757,39,0.070551
59.898054,36,0.125598
6.904292,9,0.139746
6.300295,10,0.155195
64.071082,37,0.211049
4.966424,10,0.226995
5.259456,9,0.240994
4.629634,7,0.251944
8.421752,12,0.269914
5.744274,8,0.282375
12.097864,20,0.313229
25.39148,31,0.361148
4.495827,8,0.373777
6.594069,10,0.389602
7.548239,10,0.405031
85.048426,62,0.499634
6.609901,10,0.515175
6.835103,9,0.529071
10.538715,17,0.554748
6.192773,12,0.573399
4.969732,8,0.585885
8.81177,12,0.60447
4.748313,8,0.61678
5.538572,9,0.630585
7.010648,10,0.646202
9.983871,22,0.680088
5.531209,9,0.694512
10.952237,14,0.716203
8.05222,17,0.74255
5.560605,8,0.755372
8.907142,18,0.783242
9.444078,13,0.803564
6.860496,12,0.822398
89.56981,77,0.938813
6.336202,10,0.954709
8.922324,12,0.973061
10.121263,12,0.991369
80.939953,51,1.070007
7.717236,19,1.099717
6.598829,10,1.115592
4.966625,9,1.129883
10.371875,13,1.149746
5.468787,8,1.16467
6.209602,13,1.185344
6.839889,10,1.201419
9.155234,13,1.221218
8.412733,13,1.241616
7.22866,12,1.260239
3.315985,7,1.271509
12.835853,23,1.307341
14.964858,17,1.333429
9.911886,15,1.356399
6.288572,9,1.37067
6.474272,9,1.384821
5.951437,10,1.400511
6.993177,11,1.417563
11.719823,14,1.439042
6.102613,12,1.457873
5.639897,8,1.470218
6.930819,13,1.49031
7.493109,10,1.505933
13.636669,20,1.537116
6.593258,10,1.553005
14.060998,18,1.580948
15.786365,19,1.610501
96.541584,53,1.690147
8.42467,24,1.727266
5.010728,17,1.75395
6.072485,10,1.769763
8.908147,12,1.788206
10.330446,18,1.816383
4.928795,11,1.833555
8.676384,13,1.853628
5.33802,9,1.867957
6.872677,18,1.896195
6.739681,9,1.909979
86.350305,62,2.004651
5.77106,12,2.023566
10.097725,16,2.048513
7.582169,11,2.065599
6.767503,9,2.079503
8.07946,11,2.096469
8.181678,10,2.111709
8.682719,11,2.128456
7.729085,28,2.171768
8.103962,10,2.185441
8.059522,15,2.205538
5.023163,8,2.21627
6.297386,11,2.227873
7.773597,11,2.238718
8.457634,20,2.25977
6.026253,10,2.270427
6.868142,10,2.280397
5.145117,8,2.289186
6.439457,9,2.298321
3.623884,24,2.323553
11.915639,24,2.348349
116.741387,64,2.427403
7.258383,12,2.44367
6.967197,11,2.456304
8.502074,14,2.475959
6.149319,19,2.501844
6.287684,9,2.513973
9.692873,16,2.535192
9.316462,13,2.552317
8.098407,12,2.566736
6.818618,14,2.58455
7.233236,11,2.599142
7.770706,10,2.611371
11.060529,20,2.637486
5.394883,8,2.64853
26.81491,24,2.677058
5.388923,11,2.690048
120.260923,83,2.792516
14.778698,21,2.820243
6.301891,10,2.833824
4.919319,18,2.858364
3.921918,7,2.867803
7.086765,12,2.884191
4.979314,8,2.895597
7.755587,14,2.913199
