# {"t_start": 1551811847.4887106, "env_id": "Hopper-v2"} 
r,l,t
14.978391,26,0.050751
17.958302,25,0.090151
13.446365,20,0.121655
11.968872,17,0.148335
4.95114,8,0.161009
4.451783,14,0.182896
21.632986,21,0.215618
8.375434,16,0.241046
17.170312,26,0.282429
4.998983,14,0.304706
4.228271,12,0.32422
11.884807,23,0.360174
15.532222,21,0.393149
17.888837,22,0.42794
2.687419,12,0.447301
17.198498,29,0.493175
14.764181,15,0.516386
6.590761,13,0.537177
9.299254,14,0.559047
11.94986,22,0.593535
10.472226,18,0.62168
15.139538,23,0.658051
7.682823,15,0.681767
21.051323,29,0.727504
8.593931,21,0.760638
24.149487,30,0.807984
9.147693,17,0.834317
6.976331,9,0.848389
21.730504,22,0.883066
16.499287,22,0.917805
24.336347,30,0.965349
9.068414,21,0.998442
6.9381,10,1.014192
8.040514,10,1.030231
20.827011,26,1.071431
7.806993,14,1.093518
11.277412,21,1.126372
11.307469,15,1.149884
12.756716,29,1.194813
12.622833,20,1.226472
15.056499,20,1.25829
11.261985,14,1.280085
13.372491,20,1.311592
13.551893,25,1.351077
12.548643,23,1.387228
17.395436,20,1.418929
13.271898,28,1.463318
10.762785,16,1.488878
20.729387,33,1.540705
18.190185,30,1.587831
5.470379,8,1.600508
13.684013,26,1.641116
17.202935,20,1.672493
9.533945,17,1.698847
9.93452,18,1.72732
9.892084,23,1.763388
13.942213,16,1.788367
8.61502,16,1.813744
20.663975,23,1.849686
19.504768,25,1.888753
6.272076,14,1.913228
25.444161,25,1.952304
19.536803,29,1.99793
18.196208,25,2.037235
7.681375,10,2.052665
8.282595,14,2.074753
8.912133,15,2.0984
28.129979,31,2.141724
9.214708,14,2.158098
19.215743,19,2.178658
16.038581,16,2.197639
5.235158,8,2.208624
11.24653,15,2.226237
6.327508,11,2.239691
6.260286,10,2.252852
9.090105,17,2.273967
16.048087,27,2.304293
14.719335,15,2.323489
16.483301,24,2.35285
20.661857,23,2.382577
20.365598,20,2.409928
12.396698,15,2.430798
5.501579,8,2.441409
5.471639,11,2.455186
6.406213,8,2.466455
7.441739,10,2.48
5.063412,8,2.490542
10.895134,17,2.51387
7.361897,13,2.53047
4.912056,9,2.541221
19.940307,21,2.570458
8.53097,17,2.595087
9.059936,17,2.618511
9.047266,20,2.645264
10.957231,14,2.663744
10.872259,18,2.688071
18.737711,30,2.728531
17.349874,28,2.763952
22.363736,32,2.803177
17.446384,25,2.83115
5.35541,12,2.844446
18.256424,17,2.861672
13.224067,20,2.887426
7.162902,9,2.900055
7.519734,9,2.911938
6.253407,8,2.922879
23.016826,28,2.956462
5.516792,12,2.97178
5.993617,14,2.989749
11.345413,16,3.008608
26.743686,43,4.712138
19.463935,30,4.759152
24.64829,26,4.800769
17.7612,17,4.827309
13.657806,21,4.860448
26.451314,37,4.917717
15.04282,25,4.956994
19.837514,28,5.001348
