# {"t_start": 1551811847.2384424, "env_id": "Walker2d-v2"} 
r,l,t
-1.521221,9,0.021864
-6.980565,10,0.036238
-9.10074,11,0.052358
1.228815,17,0.076344
-8.023178,15,0.096731
-5.838529,12,0.11347
-6.093898,32,0.157063
-6.003911,13,0.174256
1.273969,24,0.207023
10.675956,38,0.25963
11.42947,26,0.295482
1.819017,12,0.312133
-5.253622,20,0.339776
1.581014,15,0.361076
-15.078604,14,0.380646
-3.249776,19,0.407477
0.397413,33,0.451458
-2.386655,28,0.480678
-0.953949,17,0.498894
-12.863159,14,0.51426
-6.338424,12,0.526935
-9.260274,13,0.540803
-0.362196,18,0.560697
-5.615691,13,0.574826
-3.939194,12,0.587687
5.183349,31,0.640549
7.999968,18,0.670744
-6.50139,19,0.701992
4.599611,28,0.747517
-1.272529,22,0.772741
-3.051117,23,0.797185
-4.798269,17,0.815592
-0.601566,12,0.828826
-6.558514,17,0.847136
-7.950551,15,0.863238
-6.807028,14,0.878759
-9.146605,22,0.908178
-6.554344,15,0.932696
-1.15966,35,0.989988
8.197799,27,1.034723
5.45746,23,1.072607
-14.824296,18,1.102461
-11.7829,16,1.129173
3.528297,23,1.166073
-3.746743,45,1.221522
-0.213323,19,1.242106
-4.522372,21,1.265511
0.232462,19,1.2892
-3.276934,9,1.300809
-12.635015,15,1.317476
2.388884,26,1.346361
0.289953,19,1.365277
-5.619312,18,1.382246
2.190523,27,1.412055
0.142137,15,1.428375
-0.369195,26,1.457319
-9.830311,20,1.479582
0.600199,16,1.497667
-6.09807,26,1.52622
-12.584417,18,1.546306
4.613292,17,1.565002
4.167071,48,1.629363
-6.454352,15,1.651111
-2.527748,12,1.6689
-10.243392,16,1.69266
-5.835056,18,1.718147
-6.64586,8,1.728986
-0.83385,28,1.769073
7.741052,29,1.808035
-1.90635,16,1.829946
8.523929,27,1.867011
-13.064493,18,1.892879
-4.227065,13,1.910595
-0.609005,36,1.96043
-0.65126,21,1.992012
2.296542,14,2.012837
0.20092,18,2.039189
7.057406,39,2.095861
-4.201932,24,2.129848
5.671932,22,2.158394
1.47054,24,2.191003
-0.356322,18,2.21803
-8.910975,19,2.243505
-12.031414,17,2.263751
-8.015927,15,2.285598
-8.123434,12,2.302848
-1.430362,8,2.314251
-3.724485,27,2.348861
-2.721493,20,2.37363
7.810617,22,2.400525
-6.87859,12,2.41552
-1.684708,20,2.440121
3.144356,18,2.464632
-3.534762,16,2.486416
-11.729121,12,2.501716
-2.105295,16,2.522883
-6.506054,32,2.564737
-5.632607,12,2.577613
-4.639071,11,2.590166
4.486749,18,2.616788
-8.308874,18,2.641734
20.018128,54,2.716257
-3.337109,20,4.20349
-8.882276,13,4.22507
0.403246,23,4.263583
-9.584346,19,4.294686
1.285682,27,4.339
3.770019,28,4.38557
-4.411042,56,4.477501
-8.917336,15,4.502513
0.745393,16,4.529413
-4.564237,12,4.549029
-8.51382,31,4.599948
1.160657,45,4.673648
-0.471754,16,4.699991
12.582002,27,4.744907
11.455024,36,4.803601
-5.088575,18,4.833003
-8.548206,15,4.858132
-9.814643,16,4.884547
2.391174,25,4.925617
-6.446328,16,4.951989
11.886818,29,4.999985
-9.49536,13,5.021911
5.214708,23,5.06007
-3.966986,10,5.077438
-4.768624,25,5.118477
-2.197307,12,5.138535
-4.470611,16,5.165367
5.983313,37,5.226365
6.642988,22,5.2626
-0.816179,22,5.298772
-4.315797,13,5.320367
0.595208,28,5.366251
-1.835658,25,5.407638
-14.890217,14,5.431126
0.995706,19,5.462801
2.084724,23,5.500772
-4.051389,15,5.525507
-6.82858,17,5.553543
12.236123,44,5.625166
-10.862883,24,5.66454
3.85071,23,5.703114
0.734444,19,5.734374
11.047714,44,5.807639
-4.031995,15,5.832144
0.681846,15,5.857371
5.463234,16,5.882693
0.043085,16,5.904399
-7.725959,17,5.928332
2.73801,14,5.948059
25.804812,35,5.995286
-6.734933,9,6.008616
-8.883694,14,6.029346
-2.219284,21,6.057002
1.73526,18,6.082484
-0.018586,37,6.132892
-7.87846,11,6.147797
-12.830269,15,6.167733
-2.661217,23,6.199068
-4.845479,31,6.242507
3.615284,22,6.271417
-7.845106,11,6.287455
5.772966,32,6.332213
-11.575618,20,6.358251
-11.24748,16,6.380322
0.755621,20,6.407219
-6.560161,35,6.453854
-0.529424,33,6.500117
-4.764956,15,6.52102
0.767479,17,6.545624
0.53916,27,6.581392
4.480479,19,6.608243
-6.040444,36,6.652771
-5.74164,14,6.672872
-9.062619,15,6.694188
-11.35037,14,6.712562
2.002203,35,6.759681
-14.352567,15,6.780959
1.906892,20,6.809915
-4.154866,21,6.840494
-0.116107,17,6.864555
10.871605,42,6.922812
1.575138,12,6.939567
-3.952356,19,6.966359
-0.662124,13,6.985525
1.90656,35,7.03498
3.893011,22,7.065519
-3.104955,13,7.083615
14.225134,33,7.132524
-7.915117,13,7.152674
-1.436049,17,7.178108
-5.004575,25,7.214584
-0.858226,15,7.237191
-12.666275,24,7.270348
-1.9492,11,7.28684
9.907752,25,8.755773
-0.032594,32,8.786005
1.141123,27,8.811682
6.856508,18,8.828811
-0.510611,21,8.84831
-0.259608,14,8.861682
5.903325,31,8.890874
-4.526921,16,8.906068
13.79878,53,8.955533
3.193492,20,8.974654
2.872379,27,8.999805
2.595036,18,9.016942
-2.149955,53,9.075674
2.136455,23,9.10137
1.263109,20,9.123739
7.630808,27,9.159106
-1.099705,16,9.182102
2.141865,17,9.207326
-3.492086,14,9.226867
2.528785,40,9.282157
5.431181,44,9.335477
3.893214,22,9.362077
-11.691894,16,9.381634
-2.036624,11,9.395302
-5.659492,10,9.407308
2.923599,32,9.447862
2.461258,21,9.477819
-0.243316,19,9.504177
1.577486,17,9.528034
5.266867,21,9.554056
2.547212,22,9.580342
-2.482063,7,9.588834
11.785933,50,9.640834
-8.788666,14,9.655573
-5.841155,27,9.684492
-3.887236,17,9.70288
10.88747,33,9.737519
4.483528,20,9.759247
2.757446,16,9.776662
-2.186997,30,9.807933
-7.166623,11,9.820295
6.019977,21,9.842867
-0.048083,15,9.858613
3.322513,21,9.880738
2.523499,20,9.902285
10.912031,49,9.953656
-7.367483,23,9.977876
1.685,16,9.996092
-2.104648,24,10.024477
3.23073,27,10.05689
3.299404,19,10.076831
-5.282357,21,10.099083
4.084083,23,10.124552
2.463655,35,10.163715
8.439431,33,10.206663
4.549738,18,10.23327
11.941511,35,10.281206
12.975255,22,10.310427
-2.109721,14,10.330619
3.775083,33,10.377258
8.474171,37,10.424685
5.610418,35,10.474486
2.672138,18,10.49474
-5.250102,11,10.507053
0.594744,12,10.520591
-5.285888,11,10.532686
0.367676,13,10.546927
5.627913,32,10.582125
0.247118,22,10.606433
-10.811764,25,10.633461
-8.474409,11,10.645769
-3.533681,17,10.664313
-13.387682,18,10.686943
12.30839,29,10.721272
-1.639257,12,10.73893
62.336928,63,10.825373
-1.597655,39,10.876038
13.76401,34,10.922483
3.517186,48,10.982557
6.350653,26,11.018412
0.830418,30,11.0599
1.732082,19,11.081145
11.116569,29,11.1157
-8.730565,14,11.136398
10.655612,25,12.718814
17.176456,42,12.787002
3.833608,24,12.826891
-1.587604,14,12.850563
-3.918685,30,12.899889
-4.112333,26,12.943886
4.474252,49,13.024744
