# {"t_start": 1551815721.8282473, "env_id": "Hopper-v2"} 
r,l,t
5.445299,15,0.030429
6.650246,19,0.057111
4.838414,8,0.068245
7.703873,10,0.081933
9.840298,12,0.098532
16.058811,35,0.147304
8.547064,13,0.164764
8.6695,11,0.179924
4.051118,9,0.192525
15.762386,20,0.215799
8.710479,11,0.225912
9.788791,12,0.236727
16.862427,16,0.250984
7.745741,11,0.260945
59.788315,45,0.300908
4.448659,9,0.309162
7.582991,10,0.318144
12.772033,14,0.330889
9.902063,13,0.342853
9.090112,11,0.352839
15.2321,45,0.393176
10.011223,27,0.420245
11.74716,13,0.439315
44.695254,35,0.483991
12.163767,16,0.502913
11.509516,14,0.519379
10.664442,12,0.53373
11.579584,34,0.578705
8.453779,16,0.603029
11.277432,14,0.625114
10.372222,13,0.645053
28.896988,34,0.698313
10.218367,15,0.721682
12.317356,15,0.744878
11.834733,21,0.777751
6.282458,12,0.796484
8.254412,14,0.818503
17.913812,22,0.85333
12.678683,19,0.883234
14.952555,22,0.920516
14.065866,15,0.943952
70.630626,47,1.017043
19.18733,18,1.045618
6.652405,10,1.0612
10.013592,12,1.080025
5.01948,10,1.095921
15.562868,17,1.122527
19.80302,19,1.15254
13.255433,15,1.176115
7.146415,11,1.193193
56.430864,87,1.330507
54.221412,38,1.38954
10.542635,17,1.416203
5.71792,9,1.430308
56.920626,38,1.489424
9.290867,13,1.509409
9.194005,11,1.52908
58.958048,39,1.590167
30.694913,27,1.632039
33.878481,27,1.67417
8.22596,28,1.718028
46.032016,40,1.780504
67.562765,44,1.849198
48.613968,35,1.903772
6.289411,12,1.922886
8.866954,13,1.943176
11.939337,13,1.963575
10.228866,13,1.983842
16.005442,47,2.058086
16.983141,20,2.08973
15.395283,22,2.124691
7.887603,13,2.145053
5.668483,8,2.157422
46.694836,47,2.231007
37.503483,31,2.278741
4.575808,9,2.293067
11.906102,17,2.319783
8.309136,11,2.337091
57.294348,48,2.412943
8.464602,20,2.444728
46.689867,33,2.496503
8.206978,11,2.513769
6.883265,14,2.535927
16.764576,34,2.589207
8.480222,20,2.620811
7.239233,11,2.638252
13.743648,20,2.669818
7.344137,13,2.690328
8.551026,12,2.709039
71.596338,44,2.77931
23.137966,20,2.810924
15.219711,24,2.848578
23.903253,35,2.903754
8.360902,10,2.919407
30.66996,35,2.974519
39.901599,34,4.565951
9.527706,13,4.58197
7.231845,11,4.5963
10.80734,17,4.615947
28.242227,51,4.68082
6.968077,10,4.692948
12.165872,14,4.712884
6.229681,10,4.727012
16.015844,19,4.752415
75.444711,57,4.826933
12.792855,28,4.865362
29.977929,33,4.909337
39.529231,30,4.946911
36.856127,28,4.980922
12.870238,16,5.002287
21.563622,33,5.045312
7.599486,24,5.076908
6.735527,12,5.092091
7.949499,12,5.104961
11.653224,21,5.132868
10.874667,13,5.150842
39.41472,39,5.197772
21.646572,21,5.222461
7.545888,32,5.263309
