# {"t_start": 1551811847.9866626, "env_id": "Hopper-v2"} 
r,l,t
3.169795,9,0.023942
47.238668,32,0.07369
45.672807,28,0.117799
5.695131,8,0.130519
58.997004,36,0.186316
4.961945,9,0.200661
57.543729,36,0.256498
16.8298,18,0.284551
6.608494,24,0.322461
15.660806,17,0.348694
13.022046,15,0.37215
20.418281,22,0.407063
57.989821,37,0.46368
6.151133,10,0.479392
5.234897,10,0.495362
52.270603,34,0.548907
5.419691,10,0.56483
3.951404,11,0.582522
6.249896,12,0.601445
8.008526,12,0.620203
7.957379,14,0.642453
59.236671,37,0.700371
5.367572,9,0.714752
12.783453,15,0.738235
4.513121,9,0.752783
24.25344,21,0.786149
3.611018,13,0.806882
5.804235,8,0.819514
6.122873,12,0.83826
10.190945,14,0.859938
43.197436,26,0.901236
58.571397,39,0.961422
35.406676,27,1.003243
6.23822,12,1.022422
11.426876,15,1.045623
9.417438,13,1.066189
8.206278,17,1.092562
10.583432,19,1.122263
59.012634,35,1.176722
46.892175,28,1.222687
6.071732,11,1.240252
6.270288,15,1.263965
8.841764,16,1.289198
17.687976,19,1.319307
12.302855,14,1.341396
3.657695,8,1.354098
34.808181,26,1.394229
32.188063,25,1.433642
21.686737,20,1.465149
8.597968,12,1.48443
43.47879,26,1.525325
23.528928,22,1.559688
6.041702,10,1.575577
46.407767,28,1.619587
4.567137,13,1.640273
9.259492,16,1.665616
7.413145,12,1.684359
7.033267,9,1.698468
3.874552,8,1.711301
50.686124,29,1.756743
51.462889,30,1.803464
66.660414,42,1.868073
42.355902,25,1.907611
3.87844,9,1.922055
57.392912,35,1.977096
7.475979,11,1.994512
4.809077,10,2.010509
49.723098,30,2.057871
44.506337,26,2.099083
7.389233,13,2.119797
32.702078,23,2.156114
74.699609,44,2.225277
4.994185,8,2.23825
5.282371,10,2.254182
8.321062,18,2.282385
16.407417,15,2.306141
12.839454,15,2.329922
8.75478,10,2.345605
20.315791,20,2.376983
32.430398,27,2.418573
49.537971,31,2.466887
29.734316,23,2.503236
41.867008,24,2.540587
2.355901,8,2.553548
9.224798,13,2.573807
4.374307,8,2.586447
37.42397,37,2.643419
40.839249,24,2.681093
5.708441,10,2.696661
11.939292,15,2.719813
10.042087,14,2.734305
12.881828,17,2.754554
4.761443,11,2.768106
3.79978,9,2.780444
44.665326,27,2.814543
6.799141,11,2.82924
5.584771,10,2.842784
48.676923,29,2.878894
35.75985,27,2.912338
6.012297,9,2.925535
33.266264,27,2.961152
3.651487,8,2.972497
52.992441,32,3.016091
54.193683,35,3.059614
6.527585,9,3.073278
8.414824,15,3.094536
13.773268,18,3.120151
64.869565,41,4.707511
6.86396,9,4.717252
48.052086,29,4.747412
5.08427,10,4.758564
8.75879,15,4.774257
50.840947,31,4.806584
59.545242,37,4.854905
51.822691,31,4.896715
46.408071,28,4.934714
5.104438,8,4.94606
46.849228,28,4.983644
5.034739,20,5.011263
50.113312,32,5.054705
18.91848,19,5.076405
7.240113,12,5.088959
39.139534,28,5.121431
40.469618,24,5.151443
70.08126,45,5.208155
6.760525,12,5.223601
11.140483,15,5.244071
12.05332,15,5.261344
5.63258,8,5.273697
6.380354,9,5.285732
11.347743,14,5.304579
6.129531,11,5.318763
42.319023,25,5.353268
3.19722,13,5.370826
27.168192,26,5.404287
54.357301,48,5.466721
8.271956,13,5.485485
3.677838,11,5.500743
5.514494,10,5.513079
5.202077,9,5.524144
5.165184,9,5.537222
50.88508,32,5.580076
5.905943,9,5.592387
2.051376,9,5.604996
36.508666,26,5.640439
50.995759,31,5.682778
8.583366,10,5.696144
7.0612,14,5.714611
52.09517,31,5.756463
10.637019,19,5.782912
53.092343,31,5.823173
35.334431,28,5.85735
5.697721,12,5.87402
4.001947,13,5.891383
6.497594,9,5.903075
5.421107,10,5.917203
49.699822,30,5.957667
15.529573,16,5.979058
7.200489,14,5.997997
12.946117,14,6.01528
3.940725,10,6.02887
2.947367,11,6.04245
5.538089,12,6.058382
87.189482,49,6.126123
48.197116,32,6.169752
10.845232,15,6.188504
5.176201,15,6.209079
6.726088,10,6.223045
3.787153,9,6.236289
35.906305,27,6.274092
2.635048,7,6.283754
8.447036,16,6.304152
36.255341,27,6.340521
4.18855,16,6.363886
9.210031,15,6.384845
23.099125,35,6.434769
7.177536,12,6.451421
56.598968,44,6.51363
52.182486,32,6.558667
3.770283,8,6.570681
8.928483,12,6.586594
55.987034,37,6.63455
2.933801,9,6.645956
8.03811,11,6.662071
19.703567,17,6.684395
20.956095,20,6.710852
47.213923,28,6.749821
4.720782,11,6.764758
8.222539,11,6.779565
69.62891,43,6.83935
45.810096,28,6.880224
5.255376,16,6.902055
22.057982,19,6.927802
46.789824,28,6.966513
44.700681,27,7.004827
49.777886,33,7.05039
6.907143,9,7.063126
58.860074,37,7.108453
3.018901,10,7.12262
24.241179,23,7.152577
7.727793,10,7.166703
12.372789,15,7.187541
45.989182,27,7.225045
49.390824,30,7.266353
4.708111,11,7.281113
12.022812,15,7.301753
7.518696,11,7.316236
8.848971,15,7.338354
9.710038,12,7.355296
16.908858,17,7.37896
7.065051,11,7.394074
34.119213,28,8.877033
45.766746,27,8.92396
42.063359,26,8.965372
50.210445,30,9.013771
6.41569,10,9.02963
44.192865,26,9.069629
6.430103,10,9.085493
42.512953,29,9.130416
15.504548,16,9.156298
4.999685,9,9.170551
11.327874,15,9.193833
75.292488,48,9.268128
63.506175,40,9.33076
6.986307,12,9.349925
59.604489,38,9.413904
6.563135,13,9.436572
43.926962,26,9.47853
30.015621,23,9.514832
50.306351,30,9.561874
7.041636,10,9.57791
52.897065,33,9.629694
3.196268,7,9.640952
19.663085,23,9.676499
50.403656,31,9.726231
10.156121,13,9.746906
64.191439,43,9.814301
56.52715,35,9.869702
37.511597,22,9.905015
12.242716,15,9.928149
48.038936,29,9.973723
4.721405,8,9.986472
43.925383,33,10.038754
57.657189,35,10.093802
28.255731,23,10.130692
7.040653,9,10.145058
33.651934,26,10.186105
12.589736,16,10.211631
5.345708,10,10.227757
4.711959,13,10.248069
25.514512,19,10.278621
5.971868,11,10.296626
7.721558,12,10.315465
66.464444,40,10.376993
18.80773,18,10.405698
8.910695,13,10.426653
16.36986,16,10.451763
51.260784,31,10.501301
20.540667,21,10.533319
4.839939,8,10.546148
8.056646,14,10.567835
57.216381,39,10.629222
12.084244,15,10.653027
4.26607,10,10.669125
5.902323,13,10.689475
5.287755,9,10.703595
21.282896,18,10.732182
68.571743,42,10.795227
45.448732,27,10.833783
8.502069,11,10.847063
65.66699,39,10.900545
77.202639,48,10.96214
12.692875,14,10.981946
9.840331,12,10.996542
48.515821,34,11.043383
57.138088,35,11.087147
67.908526,41,11.141849
49.970299,29,11.178636
3.685729,8,11.187964
12.3544,16,11.20834
48.302435,31,11.250434
61.21414,39,11.294261
64.253878,41,11.346617
45.302383,28,11.380858
58.094067,37,11.431749
13.668837,15,11.45244
8.106747,15,11.471812
17.906755,18,11.495317
31.728534,30,11.535974
16.793879,18,11.560325
60.940676,38,11.604994
13.165216,15,11.622201
67.296575,42,11.672994
7.724486,10,11.686871
61.715905,39,11.747731
5.799287,10,11.763746
6.633376,10,11.779223
44.454533,26,11.820272
76.503013,50,13.515758
48.758437,35,13.570355
50.363158,30,13.61771
43.830031,31,13.666747
68.422446,43,13.734778
4.728671,8,13.747666
50.949207,30,13.794953
58.974362,38,13.854133
60.364832,36,13.91104
9.359767,12,13.930237
61.870775,38,13.990574
41.909154,25,14.030473
7.059649,11,14.047819
49.955354,30,14.09555
43.946417,32,14.143562
5.319474,9,14.153076
55.492724,35,14.188478
62.719255,40,14.22834
52.732233,32,14.268335
5.173473,9,14.280981
