# {"t_start": 1551815722.6540873, "env_id": "Walker2d-v2"} 
r,l,t
-4.152575,16,0.028344
4.387508,17,0.050079
-4.899889,8,0.060977
0.575606,18,0.083814
1.714232,24,0.118398
-2.209437,18,0.146983
-3.355854,10,0.164186
-0.16484,15,0.189199
-3.641167,19,0.221249
3.146153,23,0.259845
0.401436,27,0.30478
-10.332721,15,0.329634
-6.199918,15,0.354379
4.931691,39,0.418008
-4.888777,13,0.439579
3.279074,21,0.474999
1.781341,14,0.498267
2.894918,29,0.546302
-6.875635,20,0.57915
-1.110045,15,0.604208
-3.785206,19,0.635484
17.561521,30,0.684835
-1.978417,21,0.718319
5.906102,22,0.755296
9.172838,32,0.808243
16.412503,37,0.868532
-4.174966,17,0.896814
-1.815844,28,0.943369
8.95849,26,0.98713
-2.538413,13,1.009034
0.209246,27,1.054345
5.970805,24,1.093634
-2.594206,16,1.119992
-2.620716,9,1.135627
1.770971,14,1.158919
1.213436,25,1.200145
3.340281,17,1.228737
-3.002211,10,1.245604
4.000613,27,1.291128
0.825205,22,1.327221
-3.755548,17,1.35561
-3.140345,13,1.377961
0.764412,19,1.410288
-5.658181,12,1.430809
-0.773632,17,1.458948
2.000846,20,1.491722
-9.216756,11,1.512613
0.974429,15,1.537756
-2.328388,10,1.554879
-1.368595,10,1.572459
-0.309295,12,1.592561
-3.221796,15,1.617787
-0.32685,14,1.641059
-0.462247,12,1.661673
-4.585208,14,1.685709
-4.198093,14,1.708999
-5.323717,9,1.724694
2.322781,28,1.771039
1.482344,27,1.814863
2.250131,22,1.85127
-1.541827,16,1.877661
-1.209511,11,1.896653
2.121325,20,1.929993
-5.872948,18,1.959426
-5.019927,9,1.974745
-0.298358,15,2.000219
10.81294,31,2.052156
-8.228991,13,2.074057
-6.056528,22,2.111143
13.806079,22,2.147178
2.950336,24,2.187022
-8.587998,12,2.20705
-1.960347,16,2.234152
-7.80982,14,2.255421
-7.027878,16,2.277862
13.714992,29,2.322016
-5.647045,8,2.335464
-6.236197,15,2.361023
1.060168,17,2.38904
-5.532311,16,2.415664
-0.794893,14,2.439022
-5.404123,9,2.454438
-2.07822,24,2.493688
-10.708472,12,2.513513
-9.401351,12,2.533867
-0.427155,11,2.552537
-5.052493,19,2.582624
0.125446,15,2.607892
4.798228,17,2.635909
-1.215265,21,2.67111
-3.294253,10,2.687597
-3.104834,12,2.707834
0.272521,21,2.742717
-2.179618,12,2.762841
-1.362778,12,2.783114
0.412246,15,2.808105
-4.988138,13,2.829819
-5.255589,32,2.881727
-2.798092,21,2.916487
5.226817,36,2.975606
-1.480581,10,2.992759
-3.816035,9,3.008245
1.827661,24,3.047681
6.401492,20,3.081114
-9.806845,13,3.102696
-3.771607,12,3.122874
-6.488112,19,3.155029
4.726737,19,3.186213
0.00782,11,3.205128
